N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Red de empresa eléctrica (servicio público),NÚMERO DE VIVIENDAS | 2012 | Motor propio,NÚMERO DE VIVIENDAS | 2012 | Panel solar,NÚMERO DE VIVIENDAS | 2012 | Otra,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Servicio público de energía eléctrica,NÚMERO DE VIVIENDAS | 2024 | Motor propio,NÚMERO DE VIVIENDAS | 2024 | Panel solar,NÚMERO DE VIVIENDAS | 2024 | Otra,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Red de empresa eléctrica (servicio público),DISTRIBUCIÓN PORCENTUAL | 2012 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2012 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Otra,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Servicio público de energía eléctrica,DISTRIBUCIÓN PORCENTUAL | 2024 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2024 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Otra,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1056,Municipio/TIOC,Santa Cruz,Warnes,Warnes,Rural,3709,3086,38,27,12,546,4415,4141,28,35,46,165,83.2030197,1.0245349,0.727959,0.3235373,14.720949,93.7938845,0.6342016,0.792752,1.0419026,3.7372593
1057,Municipio/TIOC,Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,2560,2295,14,22,25,204,2896,2761,25,27,8,75,89.6484375,0.546875,0.859375,0.9765625,7.96875,95.3383978,0.8632597,0.9323204,0.2762431,2.589779
1058,Municipio/TIOC,Santa Cruz,Warnes,Okinawa Uno,Urbana,1241,1199,4,2,1,35,1436,1421,8,2,1,4,96.6156326,0.3223207,0.1611604,0.0805802,2.8203062,98.9554318,0.5571031,0.1392758,0.0696379,0.2785515
1059,Municipio/TIOC,Santa Cruz,Warnes,Okinawa Uno,Rural,1319,1096,10,20,24,169,1460,1340,17,25,7,71,83.0932525,0.7581501,1.5163002,1.8195603,12.8127369,91.7808219,1.1643836,1.7123288,0.4794521,4.8630137
1060,Provincia,Santa Cruz,Velasco,,Velasco,14546,8577,849,380,370,4370,25104,16385,963,1931,610,5215,58.9646638,5.8366561,2.612402,2.5436546,30.0426234,65.2684831,3.8360421,7.6920013,2.4298917,20.7735819
1061,Provincia,Santa Cruz,Velasco,,Urbana,6674,6296,17,2,37,322,10963,10059,44,161,81,618,94.3362301,0.2547198,0.029967,0.5543902,4.8246928,91.7540819,0.40135,1.4685761,0.7388489,5.6371431
1062,Provincia,Santa Cruz,Velasco,,Rural,7872,2281,832,378,333,4048,14141,6326,919,1770,529,4597,28.9761179,10.5691057,4.8018293,4.2301829,51.4227642,44.7351672,6.4988332,12.5167951,3.7408953,32.5083092
1063,Municipio/TIOC,Santa Cruz,Velasco,San Ignacio,San Ignacio,10825,6666,666,313,325,2855,17760,12961,533,1082,422,2762,61.5796767,6.1524249,2.891455,3.0023095,26.3741339,72.9786036,3.0011261,6.0923423,2.3761261,15.5518018
1064,Municipio/TIOC,Santa Cruz,Velasco,San Ignacio,Urbana,4874,4643,10,2,25,194,8746,7897,38,151,68,592,95.2605663,0.2051703,0.0410341,0.5129257,3.9803037,90.2927052,0.4344843,1.7265035,0.7774983,6.7688086
1065,Municipio/TIOC,Santa Cruz,Velasco,San Ignacio,Rural,5951,2023,656,311,300,2661,9014,5064,495,931,354,2170,33.9942867,11.0233574,5.2260124,5.0411696,44.7151739,56.1792767,5.4914577,10.3283781,3.9272243,24.0736632
1066,Municipio/TIOC,Santa Cruz,Velasco,San Miguel,San Miguel,2582,1287,104,34,22,1135,4447,2296,261,444,95,1351,49.8450813,4.0278854,1.3168087,0.8520527,43.958172,51.6303126,5.8691253,9.9842591,2.1362716,30.3800315
1067,Municipio/TIOC,Santa Cruz,Velasco,San Miguel,Urbana,1177,1094,7,0,6,70,1456,1419,4,9,6,18,92.9481733,0.5947324,0,0.5097706,5.9473237,97.4587912,0.2747253,0.6181319,0.4120879,1.2362637
1068,Municipio/TIOC,Santa Cruz,Velasco,San Miguel,Rural,1405,193,97,34,16,1065,2991,877,257,435,89,1333,13.7366548,6.9039146,2.4199288,1.13879,75.8007117,29.3212972,8.592444,14.5436309,2.9755934,44.5670344
1069,Municipio/TIOC,Santa Cruz,Velasco,San Rafael,San Rafael,1139,624,79,33,23,380,2897,1128,169,405,93,1102,54.784899,6.9359087,2.8972783,2.0193152,33.3625988,38.9368312,5.833621,13.9799793,3.2102175,38.0393511
1070,Municipio/TIOC,Santa Cruz,Velasco,San Rafael,Urbana,623,559,0,0,6,58,761,743,2,1,7,8,89.7271268,0,0,0.9630819,9.3097913,97.6346912,0.2628121,0.131406,0.9198423,1.0512484
1071,Municipio/TIOC,Santa Cruz,Velasco,San Rafael,Rural,516,65,79,33,17,322,2136,385,167,404,86,1094,12.5968992,15.3100775,6.3953488,3.2945736,62.4031008,18.0243446,7.8183521,18.9138577,4.0262172,51.2172285
1072,Provincia,Santa Cruz,Ichilo,,Ichilo,24574,15410,384,393,365,8022,32331,24265,151,1081,390,6444,62.7085538,1.5626272,1.5992512,1.4853097,32.6442582,75.0518079,0.467044,3.3435403,1.2062726,19.9313353
1073,Provincia,Santa Cruz,Ichilo,,Urbana,13523,11749,34,19,99,1622,16853,16387,44,65,56,301,86.8816091,0.2514235,0.1405014,0.7320861,11.9943799,97.2349137,0.2610811,0.385688,0.3322851,1.7860322
1074,Provincia,Santa Cruz,Ichilo,,Rural,11051,3661,350,374,266,6400,15478,7878,107,1016,334,6143,33.1282237,3.1671342,3.3843091,2.407022,57.913311,50.8980488,0.6913038,6.5641556,2.1579015,39.6885903
1075,Municipio/TIOC,Santa Cruz,Ichilo,Buena Vista,Buena Vista,3171,2359,29,120,43,620,3776,3416,22,55,18,265,74.392936,0.914538,3.7842952,1.3560391,19.5521917,90.4661017,0.5826271,1.4565678,0.4766949,7.0180085
1076,Municipio/TIOC,Santa Cruz,Ichilo,Buena Vista,Urbana,1019,954,0,0,10,55,1435,1400,9,1,4,21,93.6211973,0,0,0.9813543,5.3974485,97.5609756,0.6271777,0.0696864,0.2787456,1.4634146
1077,Municipio/TIOC,Santa Cruz,Ichilo,Buena Vista,Rural,2152,1405,29,120,33,565,2341,2016,13,54,14,244,65.2881041,1.3475836,5.5762082,1.5334572,26.2546468,86.117044,0.5553182,2.3067065,0.598035,10.4228962
1078,Municipio/TIOC,Santa Cruz,Ichilo,San Carlos,San Carlos,4573,3455,56,53,63,946,5523,4790,25,122,35,551,75.5521539,1.2245791,1.1589766,1.3776514,20.686639,86.7282274,0.4526525,2.2089444,0.6337136,9.976462099999999
1079,Municipio/TIOC,Santa Cruz,Ichilo,San Carlos,Urbana,2936,2542,10,8,22,354,3491,3383,8,8,14,78,86.5803815,0.3405995,0.2724796,0.7493188,12.0572207,96.9063306,0.2291607,0.2291607,0.4010312,2.2343168
1080,Municipio/TIOC,Santa Cruz,Ichilo,San Carlos,Rural,1637,913,46,45,41,592,2032,1407,17,114,21,473,55.772755,2.8100183,2.748931,2.5045816,36.1637141,69.242126,0.8366142,5.6102362,1.0334646,23.2775591
1081,Municipio/TIOC,Santa Cruz,Ichilo,Yapacaní,Yapacaní,14775,8215,241,181,235,5903,20075,13724,84,800,286,5181,55.6006768,1.6311337,1.2250423,1.5905245,39.9526227,68.3636364,0.4184309,3.985056,1.4246575,25.8082192
1082,Municipio/TIOC,Santa Cruz,Ichilo,Yapacaní,Urbana,8484,7211,23,11,65,1174,10463,10182,22,54,30,175,84.9952852,0.2710985,0.1296558,0.766148,13.8378124,97.3143458,0.2102647,0.5161044,0.2867246,1.6725605
1083,Municipio/TIOC,Santa Cruz,Ichilo,Yapacaní,Rural,6291,1004,218,170,170,4729,9612,3542,62,746,256,5006,15.9593069,3.4652678,2.7022731,2.7022731,75.170879,36.8497711,0.645027,7.7611319,2.6633375,52.0807324
1084,Municipio/TIOC,Santa Cruz,Ichilo,San Juan,San Juan,2055,1381,58,39,24,553,2957,2335,20,104,51,447,67.2019465,2.8223844,1.8978102,1.1678832,26.9099757,78.9651674,0.6763612,3.5170781,1.724721,15.1166723
1085,Municipio/TIOC,Santa Cruz,Ichilo,San Juan,Urbana,1084,1042,1,0,2,39,1464,1422,5,2,8,27,96.1254613,0.0922509,0,0.1845018,3.597786,97.1311475,0.3415301,0.136612,0.5464481,1.8442623
1086,Municipio/TIOC,Santa Cruz,Ichilo,San Juan,Rural,971,339,57,39,22,514,1493,913,15,102,43,420,34.9124614,5.8702369,4.0164779,2.2657055,52.9351184,61.1520429,1.0046885,6.8318821,2.8801072,28.1312793
1087,Provincia,Santa Cruz,Chiquitos,,Chiquitos,15495,10470,2353,281,230,2161,29925,16645,3971,3068,1163,5078,67.5701839,15.1855437,1.8134882,1.4843498,13.9464343,55.6223893,13.2698413,10.2522974,3.8863826,16.9690894
1088,Provincia,Santa Cruz,Chiquitos,,Urbana,7260,7037,10,2,16,195,11099,10755,38,61,39,206,96.9283747,0.137741,0.0275482,0.2203857,2.6859504,96.9006217,0.3423732,0.5495991,0.351383,1.8560231
1089,Provincia,Santa Cruz,Chiquitos,,Rural,8235,3433,2343,279,214,1966,18826,5890,3933,3007,1124,4872,41.6879174,28.4517304,3.3879781,2.5986642,23.8737098,31.2865186,20.8913205,15.9725911,5.9704664,25.8791034
1090,Municipio/TIOC,Santa Cruz,Chiquitos,San José,San José,4566,3536,560,31,30,409,11607,4597,1521,1467,826,3196,77.4419623,12.2645642,0.6789312,0.6570302,8.957512,39.6054105,13.1041613,12.6389248,7.1163953,27.5351081
1091,Municipio/TIOC,Santa Cruz,Chiquitos,San José,Urbana,2680,2613,3,0,2,62,3535,3434,10,40,3,48,97.5,0.1119403,0,0.0746269,2.3134328,97.1428571,0.2828854,1.1315417,0.0848656,1.3578501
1092,Municipio/TIOC,Santa Cruz,Chiquitos,San José,Rural,1886,923,557,31,28,347,8072,1163,1511,1427,823,3148,48.9395546,29.533404,1.6436903,1.4846235,18.3987275,14.4078295,18.7190287,17.6783944,10.1957384,38.9990089
1093,Municipio/TIOC,Santa Cruz,Chiquitos,Pailón,Pailón,7182,3802,1763,180,196,1241,12970,7513,2323,1355,312,1467,52.9379003,24.5474798,2.5062657,2.7290448,17.2793094,57.925983,17.9105628,10.4471858,2.4055513,11.310717
1094,Municipio/TIOC,Santa Cruz,Chiquitos,Pailón,Urbana,2138,2040,4,0,14,80,4296,4108,22,18,24,124,95.4162769,0.1870907,0,0.6548176,3.7418148,95.6238361,0.5121043,0.4189944,0.5586592,2.886406
1095,Municipio/TIOC,Santa Cruz,Chiquitos,Pailón,Rural,5044,1762,1759,180,182,1161,8674,3405,2301,1337,288,1343,34.9325932,34.8731166,3.5685964,3.6082474,23.0174465,39.2552456,26.5275536,15.4138806,3.3202675,15.4830528
1096,Municipio/TIOC,Santa Cruz,Chiquitos,Roboré,Roboré,3747,3132,30,70,4,511,5348,4535,127,246,25,415,83.5868695,0.8006405,1.8681612,0.1067521,13.6375767,84.7980553,2.3747195,4.5998504,0.4674645,7.7599102
1097,Municipio/TIOC,Santa Cruz,Chiquitos,Roboré,Urbana,2442,2384,3,2,0,53,3268,3213,6,3,12,34,97.6248976,0.1228501,0.0819001,0,2.1703522,98.3170135,0.1835985,0.0917993,0.3671971,1.0403917
1098,Municipio/TIOC,Santa Cruz,Chiquitos,Roboré,Rural,1305,748,27,68,4,458,2080,1322,121,243,13,381,57.3180077,2.0689655,5.210728,0.3065134,35.0957854,63.5576923,5.8173077,11.6826923,0.625,18.3173077
1099,Provincia,Santa Cruz,Sara,,Sara,10451,7145,333,269,324,2380,12935,10542,201,776,136,1280,68.3666635,3.186298,2.5739164,3.1001818,22.7729404,81.4998067,1.5539235,5.9992269,1.0514109,9.895632
1100,Provincia,Santa Cruz,Sara,,Urbana,5404,5135,21,6,27,215,6698,6550,17,22,32,77,95.0222058,0.388601,0.1110289,0.4996299,3.9785344,97.7903852,0.2538071,0.3284563,0.4777546,1.1495969
1101,Provincia,Santa Cruz,Sara,,Rural,5047,2010,312,263,297,2165,6237,3992,184,754,104,1203,39.825639,6.1818902,5.2110164,5.884684,42.8967704,64.0051307,2.9501363,12.0891454,1.6674683,19.2881193
1102,Municipio/TIOC,Santa Cruz,Sara,Portachuelo,Portachuelo,4119,3653,46,74,37,309,5445,5200,25,89,35,96,88.6865744,1.1167759,1.7965526,0.8982763,7.5018208,95.5004591,0.4591368,1.6345271,0.6427916,1.7630854
1103,Municipio/TIOC,Santa Cruz,Sara,Portachuelo,Urbana,3189,3043,7,5,16,118,4186,4127,8,12,16,23,95.4217623,0.2195045,0.156789,0.5017247,3.7002195,98.5905399,0.1911132,0.2866699,0.3822265,0.5494505
1104,Municipio/TIOC,Santa Cruz,Sara,Portachuelo,Rural,930,610,39,69,21,191,1259,1073,17,77,19,73,65.5913978,4.1935484,7.4193548,2.2580645,20.5376344,85.2263701,1.350278,6.1159651,1.5091342,5.7982526
1105,Municipio/TIOC,Santa Cruz,Sara,Santa Rosa,Santa Rosa,4978,2288,260,179,274,1977,5957,3909,163,658,89,1138,45.9622338,5.2229811,3.5958216,5.5042186,39.7147449,65.6202787,2.7362766,11.0458284,1.4940406,19.1035756
1106,Municipio/TIOC,Santa Cruz,Sara,Santa Rosa,Urbana,1164,1091,5,0,6,62,1288,1247,4,2,7,28,93.7285223,0.4295533,0,0.5154639,5.3264605,96.8167702,0.310559,0.1552795,0.5434783,2.173913
1107,Municipio/TIOC,Santa Cruz,Sara,Santa Rosa,Rural,3814,1197,255,179,268,1915,4669,2662,159,656,82,1110,31.3843734,6.6858941,4.6932354,7.0267436,50.2097535,57.01435,3.4054401,14.0501178,1.7562647,23.7738274
1108,Municipio/TIOC,Santa Cruz,Sara,Colpa Bélgica,Colpa Bélgica,1354,1204,27,16,13,94,1533,1433,13,29,12,46,88.9217134,1.9940916,1.1816839,0.9601182,6.9423929,93.4768428,0.8480104,1.8917156,0.7827789,3.0006523
1109,Municipio/TIOC,Santa Cruz,Sara,Colpa Bélgica,Urbana,1051,1001,9,1,5,35,1224,1176,5,8,9,26,95.2426261,0.8563273,0.0951475,0.4757374,3.3301618,96.0784314,0.4084967,0.6535948,0.7352941,2.124183
1110,Municipio/TIOC,Santa Cruz,Sara,Colpa Bélgica,Rural,303,203,18,15,8,59,309,257,8,21,3,20,66.9966997,5.9405941,4.950495,2.640264,19.4719472,83.171521,2.5889968,6.7961165,0.9708738,6.4724919
1111,Provincia,Santa Cruz,Cordillera,,Cordillera,25882,14744,2145,822,846,7325,34985,26457,2505,1932,696,3395,56.9662314,8.287613,3.1759524,3.2686809,28.3015223,75.6238388,7.1602115,5.5223667,1.989424,9.7041589
1112,Provincia,Santa Cruz,Cordillera,,Urbana,10425,9864,14,4,33,510,12872,12488,56,22,58,248,94.618705,0.1342926,0.0383693,0.3165468,4.8920863,97.0167806,0.4350528,0.1709136,0.4505904,1.9266625
1113,Provincia,Santa Cruz,Cordillera,,Rural,15457,4880,2131,818,813,6815,22113,13969,2449,1910,638,3147,31.5714563,13.7866339,5.2921007,5.2597529,44.0900563,63.1709854,11.0749333,8.6374531,2.8851807,14.2314476
1114,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Lagunillas,1071,579,16,27,20,429,1569,1453,2,31,3,80,54.0616246,1.4939309,2.5210084,1.8674136,40.0560224,92.6067559,0.1274697,1.9757808,0.1912046,5.098789
1115,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Urbana,,,,,,,,,,,,,,,,,,,,,,
1116,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Rural,1071,579,16,27,20,429,1569,1453,2,31,3,80,54.0616246,1.4939309,2.5210084,1.8674136,40.0560224,92.6067559,0.1274697,1.9757808,0.1912046,5.098789
1117,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Charagua (Autonomía Guaraní Charagua Iyambae),6289,1876,853,299,349,2912,9548,5639,1145,1142,196,1426,29.8298617,13.5633646,4.754333,5.5493719,46.3030689,59.0594889,11.9920402,11.96062,2.0527859,14.9350649
1118,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Urbana,742,668,4,0,1,69,1504,1457,12,7,2,26,90.0269542,0.5390836,0,0.1347709,9.2991914,96.875,0.7978723,0.4654255,0.1329787,1.7287234
1119,Municipio/TIOC,Santa Cruz,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),Rural,5547,1208,849,299,348,2843,8044,4182,1133,1135,194,1400,21.7775374,15.3055706,5.3903011,6.2736614,51.2529295,51.9890602,14.0850323,14.1098956,2.4117355,17.4042765
1120,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Cabezas,5628,2718,1142,281,255,1232,8291,5024,1253,578,379,1057,48.2942431,20.2914001,4.9928927,4.5309168,21.8905473,60.5958268,15.1127729,6.9714148,4.5712218,12.7487637
1121,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Urbana,1067,990,4,1,5,67,2248,2125,12,5,14,92,92.7835052,0.3748828,0.0937207,0.4686036,6.2792877,94.5284698,0.5338078,0.2224199,0.6227758,4.0925267
1122,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Rural,4561,1728,1138,280,250,1165,6043,2899,1241,573,365,965,37.8864284,24.9506687,6.1390046,5.4812541,25.5426442,47.9728612,20.5361575,9.4820453,6.0400463,15.9688896
1123,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Cuevo,1117,692,11,24,3,387,1261,1124,2,29,22,84,61.9516562,0.9847807,2.1486124,0.2685765,34.6463742,89.1356067,0.1586043,2.2997621,1.7446471,6.6613799
1124,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Urbana,570,534,0,2,1,33,546,532,1,0,1,12,93.6842105,0,0.3508772,0.1754386,5.7894737,97.4358974,0.1831502,0,0.1831502,2.1978022
1125,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Rural,547,158,11,22,2,354,715,592,1,29,21,72,28.8848263,2.0109689,4.0219378,0.3656307,64.7166362,82.7972028,0.1398601,4.0559441,2.9370629,10.0699301
1126,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Gutiérrez (Autonomía Indígena Kereimba Iyaambae),2390,507,101,155,157,1470,3626,3123,11,100,17,375,21.2133891,4.2259414,6.4853556,6.5690377,61.5062762,86.1279647,0.3033646,2.7578599,0.4688362,10.3419746
1127,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Urbana,,,,,,,,,,,,,,,,,,,,,,
1128,Municipio/TIOC,Santa Cruz,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),Rural,2390,507,101,155,157,1470,3626,3123,11,100,17,375,21.2133891,4.2259414,6.4853556,6.5690377,61.5062762,86.1279647,0.3033646,2.7578599,0.4688362,10.3419746
1129,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Camiri,8374,7774,16,4,40,540,9305,8985,32,15,53,220,92.8349654,0.1910676,0.0477669,0.477669,6.4485312,96.5609887,0.3439011,0.1612037,0.5695862,2.3643203
1130,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Urbana,7338,7110,6,0,21,201,7611,7460,29,5,38,79,96.8928863,0.0817661,0,0.2861815,2.739166,98.0160294,0.3810275,0.0656944,0.4992774,1.0379714
1131,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Rural,1036,664,10,4,19,339,1694,1525,3,10,15,141,64.0926641,0.965251,0.3861004,1.8339768,32.7220077,90.0236128,0.1770956,0.5903188,0.8854782,8.3234947
1132,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Boyuibe,1013,598,6,32,22,355,1385,1109,60,37,26,153,59.0325765,0.5923001,3.1589339,2.171767,35.0444225,80.0722022,4.33213,2.6714801,1.8772563,11.0469314
1133,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Urbana,708,562,0,1,5,140,963,914,2,5,3,39,79.3785311,0,0.1412429,0.7062147,19.7740113,94.9117342,0.2076843,0.5192108,0.3115265,4.0498442
1134,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Rural,305,36,6,31,17,215,422,195,58,32,23,114,11.8032787,1.9672131,10.1639344,5.5737705,70.4918033,46.2085308,13.7440758,7.5829384,5.450237,27.014218
1135,Provincia,Santa Cruz,Valle Grande,,Valle Grande,7956,4956,39,678,67,2216,9338,7548,19,1167,15,589,62.2926094,0.4901961,8.5218703,0.8421317,27.8531926,80.8310131,0.2034697,12.4973228,0.160634,6.3075605
1136,Provincia,Santa Cruz,Valle Grande,,Urbana,2981,2849,4,13,7,108,3589,3545,1,5,6,32,95.5719557,0.1341832,0.4360953,0.2348205,3.6229453,98.7740318,0.0278629,0.1393146,0.1671775,0.8916133
1137,Provincia,Santa Cruz,Valle Grande,,Rural,4975,2107,35,665,60,2108,5749,4003,18,1162,9,557,42.3517588,0.7035176,13.3668342,1.2060302,42.3718593,69.6295008,0.3130979,20.2122108,0.156549,9.6886415
1138,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Vallegrande,5275,3545,31,336,43,1320,6197,5219,9,640,8,321,67.2037915,0.5876777,6.3696682,0.8151659,25.0236967,84.2181701,0.1452316,10.3275779,0.1290947,5.1799258
1139,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Urbana,2981,2849,4,13,7,108,3589,3545,1,5,6,32,95.5719557,0.1341832,0.4360953,0.2348205,3.6229453,98.7740318,0.0278629,0.1393146,0.1671775,0.8916133
1140,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Rural,2294,696,27,323,36,1212,2608,1674,8,635,2,289,30.3400174,1.1769834,14.0802092,1.5693112,52.8334786,64.1871166,0.3067485,24.3481595,0.0766871,11.0812883
1141,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Trigal,576,428,1,55,7,85,795,721,2,44,1,27,74.3055556,0.1736111,9.5486111,1.2152778,14.7569444,90.6918239,0.2515723,5.5345912,0.1257862,3.3962264
1142,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Urbana,,,,,,,,,,,,,,,,,,,,,,
1143,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Rural,576,428,1,55,7,85,795,721,2,44,1,27,74.3055556,0.1736111,9.5486111,1.2152778,14.7569444,90.6918239,0.2515723,5.5345912,0.1257862,3.3962264
1144,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Moromoro,870,394,2,154,11,309,991,753,1,145,4,88,45.2873563,0.2298851,17.7011494,1.2643678,35.5172414,75.9838547,0.1009082,14.6316852,0.4036327,8.8799193
1145,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Urbana,,,,,,,,,,,,,,,,,,,,,,
1146,Municipio/TIOC,Santa Cruz,Valle Grande,Moromoro,Rural,870,394,2,154,11,309,991,753,1,145,4,88,45.2873563,0.2298851,17.7011494,1.2643678,35.5172414,75.9838547,0.1009082,14.6316852,0.4036327,8.8799193
1147,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Postrervalle,600,306,1,70,1,222,606,365,5,166,2,68,51,0.1666667,11.6666667,0.1666667,37,60.2310231,0.8250825,27.3927393,0.330033,11.2211221
1148,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Urbana,,,,,,,,,,,,,,,,,,,,,,
1149,Municipio/TIOC,Santa Cruz,Valle Grande,Postrervalle,Rural,600,306,1,70,1,222,606,365,5,166,2,68,51,0.1666667,11.6666667,0.1666667,37,60.2310231,0.8250825,27.3927393,0.330033,11.2211221
1150,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Pucará,635,283,4,63,5,280,749,490,2,172,0,85,44.5669291,0.6299213,9.9212598,0.7874016,44.0944882,65.4205607,0.2670227,22.9639519,0,11.3484646
1151,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Urbana,,,,,,,,,,,,,,,,,,,,,,
1152,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Rural,635,283,4,63,5,280,749,490,2,172,0,85,44.5669291,0.6299213,9.9212598,0.7874016,44.0944882,65.4205607,0.2670227,22.9639519,0,11.3484646
1153,Provincia,Santa Cruz,Florida,,Florida,9507,7498,68,173,44,1724,12199,10438,35,444,61,1221,78.8682024,0.7152624,1.8197118,0.4628169,18.1340065,85.5643905,0.2869088,3.6396426,0.500041,10.0090171
1154,Provincia,Santa Cruz,Florida,,Urbana,4185,3968,2,4,9,202,5420,5322,16,18,19,45,94.8148148,0.0477897,0.0955795,0.2150538,4.8267622,98.1918819,0.295203,0.3321033,0.3505535,0.8302583
1155,Provincia,Santa Cruz,Florida,,Rural,5322,3530,66,169,35,1522,6779,5116,19,426,42,1176,66.328448,1.2401353,3.1754979,0.6576475,28.5982713,75.4683582,0.2802773,6.2841127,0.6195604,17.3476914
1156,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Samaipata,3099,2317,30,61,20,671,4052,3456,19,311,10,256,74.7660536,0.9680542,1.9683769,0.6453695,21.6521459,85.2912142,0.4689042,7.6752221,0.2467917,6.3178677
1157,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Urbana,1290,1224,0,4,3,59,1760,1715,7,14,2,22,94.8837209,0,0.3100775,0.2325581,4.5736434,97.4431818,0.3977273,0.7954545,0.1136364,1.25
1158,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Rural,1809,1093,30,57,17,612,2292,1741,12,297,8,234,60.4201216,1.6583748,3.1509121,0.9397457,33.8308458,75.9598604,0.5235602,12.9581152,0.3490401,10.2094241
1159,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Pampagrande,2714,2123,22,68,4,497,3050,2689,2,38,25,296,78.2240236,0.8106116,2.5055269,0.1473839,18.3124539,88.1639344,0.0655738,1.2459016,0.8196721,9.704918
1160,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Urbana,1002,927,1,0,1,73,1181,1163,0,2,5,11,92.5149701,0.0998004,0,0.0998004,7.2854291,98.4758679,0,0.169348,0.42337,0.9314141
1161,Municipio/TIOC,Santa Cruz,Florida,Pampagrande,Rural,1712,1196,21,68,3,424,1869,1526,2,36,20,285,69.8598131,1.2266355,3.9719626,0.1752336,24.7663551,81.6479401,0.1070091,1.9261637,1.070091,15.2487961
1162,Municipio/TIOC,Santa Cruz,Florida,Mairana,Mairana,2964,2541,11,9,8,395,4310,3646,13,40,25,586,85.7287449,0.3711201,0.3036437,0.2699055,13.3265857,84.5939675,0.3016241,0.9280742,0.5800464,13.5962877
1163,Municipio/TIOC,Santa Cruz,Florida,Mairana,Urbana,1893,1817,1,0,5,70,2479,2444,9,2,12,12,95.9852087,0.0528262,0,0.264131,3.6978341,98.5881404,0.3630496,0.0806777,0.4840662,0.4840662
1164,Municipio/TIOC,Santa Cruz,Florida,Mairana,Rural,1071,724,10,9,3,325,1831,1202,4,38,13,574,67.6003735,0.9337068,0.8403361,0.280112,30.3454715,65.6471873,0.2184599,2.0753687,0.7099945,31.3489896
1165,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Quirusillas,730,517,5,35,12,161,787,647,1,55,1,83,70.8219178,0.6849315,4.7945205,1.6438356,22.0547945,82.2109276,0.1270648,6.9885642,0.1270648,10.5463787
