N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | Total hogares,NÚMERO DE HOGARES | Refrigerador o congelador | Tiene,NÚMERO DE HOGARES | Refrigerador o congelador | No tiene,NÚMERO DE HOGARES | Refrigerador o congelador | Sin especificar,NÚMERO DE HOGARES | Microondas | Tiene,NÚMERO DE HOGARES | Microondas | No tiene,NÚMERO DE HOGARES | Microondas | Sin especificar,NÚMERO DE HOGARES | Calefón o termotanque | Tiene,NÚMERO DE HOGARES | Calefón o termotanque | No tiene,NÚMERO DE HOGARES | Calefón o termotanque | Sin especificar,NÚMERO DE HOGARES | Aire Acondicionado | Tiene,NÚMERO DE HOGARES | Aire Acondicionado | No tiene,NÚMERO DE HOGARES | Aire Acondicionado | Sin especificar,NÚMERO DE HOGARES | Lavadora de ropa | Tiene,NÚMERO DE HOGARES | Lavadora de ropa | No tiene,NÚMERO DE HOGARES | Lavadora de ropa | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | No tiene
691,Municipio/TIOC,Oruro,Litoral,Huachacalla,Huachacalla,1192.0,248.0,896.0,48.0,50.0,1094.0,48.0,47.0,1097.0,48.0,3.0,1141.0,48.0,93.0,1051.0,48.0,21.6783217,78.3216783,4.3706294,95.6293706,4.1083916,95.8916084,0.2622378,99.7377622,8.1293706,91.8706294
692,Municipio/TIOC,Oruro,Litoral,Huachacalla,Urbana,1140.0,247.0,854.0,39.0,50.0,1051.0,39.0,47.0,1054.0,39.0,2.0,1099.0,39.0,93.0,1008.0,39.0,22.4341508,77.5658492,4.5413261,95.4586739,4.2688465,95.7311535,0.181653,99.818347,8.4468665,91.5531335
693,Municipio/TIOC,Oruro,Litoral,Huachacalla,Rural,52.0,1.0,42.0,9.0,0.0,43.0,9.0,0.0,43.0,9.0,1.0,42.0,9.0,0.0,43.0,9.0,2.3255814,97.6744186,0.0,100.0,0.0,100.0,2.3255814,97.6744186,0.0,100.0
694,Municipio/TIOC,Oruro,Litoral,Escara,Escara,1055.0,114.0,910.0,31.0,20.0,1004.0,31.0,9.0,1015.0,31.0,2.0,1022.0,31.0,22.0,1002.0,31.0,11.1328125,88.8671875,1.953125,98.046875,0.8789062,99.1210938,0.1953125,99.8046875,2.1484375,97.8515625
695,Municipio/TIOC,Oruro,Litoral,Escara,Urbana,612.0,105.0,496.0,11.0,20.0,581.0,11.0,8.0,593.0,11.0,2.0,599.0,11.0,20.0,581.0,11.0,17.4708819,82.5291181,3.327787,96.672213,1.3311148,98.6688852,0.3327787,99.6672213,3.327787,96.672213
696,Municipio/TIOC,Oruro,Litoral,Escara,Rural,443.0,9.0,414.0,20.0,0.0,423.0,20.0,1.0,422.0,20.0,0.0,423.0,20.0,2.0,421.0,20.0,2.1276596,97.8723404,0.0,100.0,0.2364066,99.7635934,0.0,100.0,0.4728132,99.5271868
697,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,352.0,16.0,309.0,27.0,1.0,324.0,27.0,2.0,323.0,27.0,2.0,323.0,27.0,4.0,321.0,27.0,4.9230769,95.0769231,0.3076923,99.6923077,0.6153846,99.3846154,0.6153846,99.3846154,1.2307692,98.7692308
698,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Rural,352.0,16.0,309.0,27.0,1.0,324.0,27.0,2.0,323.0,27.0,2.0,323.0,27.0,4.0,321.0,27.0,4.9230769,95.0769231,0.3076923,99.6923077,0.6153846,99.3846154,0.6153846,99.3846154,1.2307692,98.7692308
700,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Yunguyo del Litoral,173.0,19.0,145.0,9.0,1.0,163.0,9.0,0.0,164.0,9.0,0.0,164.0,9.0,1.0,163.0,9.0,11.5853659,88.4146341,0.6097561,99.3902439,0.0,100.0,0.0,100.0,0.6097561,99.3902439
701,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Rural,173.0,19.0,145.0,9.0,1.0,163.0,9.0,0.0,164.0,9.0,0.0,164.0,9.0,1.0,163.0,9.0,11.5853659,88.4146341,0.6097561,99.3902439,0.0,100.0,0.0,100.0,0.6097561,99.3902439
703,Municipio/TIOC,Oruro,Litoral,Esmeralda,Esmeralda,873.0,79.0,753.0,41.0,5.0,827.0,41.0,23.0,809.0,41.0,0.0,832.0,41.0,15.0,816.0,42.0,9.4951923,90.5048077,0.6009615,99.3990385,2.7644231,97.2355769,0.0,100.0,1.8050542,98.1949458
704,Municipio/TIOC,Oruro,Litoral,Esmeralda,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Municipio/TIOC,Oruro,Litoral,Esmeralda,Rural,873.0,79.0,753.0,41.0,5.0,827.0,41.0,23.0,809.0,41.0,0.0,832.0,41.0,15.0,816.0,42.0,9.4951923,90.5048077,0.6009615,99.3990385,2.7644231,97.2355769,0.0,100.0,1.8050542,98.1949458
706,Provincia,Oruro,Poopó,,Poopó,6881.0,1981.0,4575.0,325.0,491.0,6065.0,325.0,131.0,6426.0,324.0,44.0,6513.0,324.0,802.0,5755.0,324.0,30.2165955,69.7834045,7.4893228,92.5106772,1.9978649,98.0021351,0.6710386,99.3289614,12.2312033,87.7687967
707,Provincia,Oruro,Poopó,,Urbana,1487.0,889.0,558.0,40.0,250.0,1197.0,40.0,52.0,1395.0,40.0,15.0,1432.0,40.0,473.0,974.0,40.0,61.4374568,38.5625432,17.2771251,82.7228749,3.593642,96.406358,1.0366275,98.9633725,32.6883207,67.3116793
708,Provincia,Oruro,Poopó,,Rural,5394.0,1092.0,4017.0,285.0,241.0,4868.0,285.0,79.0,5031.0,284.0,29.0,5081.0,284.0,329.0,4781.0,284.0,21.3740458,78.6259542,4.7171658,95.2828342,1.5459883,98.4540117,0.5675147,99.4324853,6.4383562,93.5616438
709,Municipio/TIOC,Oruro,Poopó,Poopó,Poopó,3662.0,1068.0,2496.0,98.0,277.0,3287.0,98.0,69.0,3495.0,98.0,25.0,3539.0,98.0,509.0,3055.0,98.0,29.96633,70.03367,7.7721661,92.2278339,1.9360269,98.0639731,0.701459,99.298541,14.2817059,85.7182941
710,Municipio/TIOC,Oruro,Poopó,Poopó,Urbana,1487.0,889.0,558.0,40.0,250.0,1197.0,40.0,52.0,1395.0,40.0,15.0,1432.0,40.0,473.0,974.0,40.0,61.4374568,38.5625432,17.2771251,82.7228749,3.593642,96.406358,1.0366275,98.9633725,32.6883207,67.3116793
711,Municipio/TIOC,Oruro,Poopó,Poopó,Rural,2175.0,179.0,1938.0,58.0,27.0,2090.0,58.0,17.0,2100.0,58.0,10.0,2107.0,58.0,36.0,2081.0,58.0,8.4553614,91.5446386,1.2753897,98.7246103,0.8030231,99.1969769,0.4723666,99.5276334,1.7005196,98.2994804
712,Municipio/TIOC,Oruro,Poopó,Pazña,Pazña,1769.0,388.0,1201.0,180.0,55.0,1534.0,180.0,26.0,1564.0,179.0,8.0,1582.0,179.0,81.0,1509.0,179.0,24.4178729,75.5821271,3.4612964,96.5387036,1.6352201,98.3647799,0.5031447,99.49685529999999,5.0943396,94.9056604
713,Municipio/TIOC,Oruro,Poopó,Pazña,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Municipio/TIOC,Oruro,Poopó,Pazña,Rural,1769.0,388.0,1201.0,180.0,55.0,1534.0,180.0,26.0,1564.0,179.0,8.0,1582.0,179.0,81.0,1509.0,179.0,24.4178729,75.5821271,3.4612964,96.5387036,1.6352201,98.3647799,0.5031447,99.49685529999999,5.0943396,94.9056604
715,Municipio/TIOC,Oruro,Poopó,Antequera,Antequera,1450.0,525.0,878.0,47.0,159.0,1244.0,47.0,36.0,1367.0,47.0,11.0,1392.0,47.0,212.0,1191.0,47.0,37.4198147,62.5801853,11.3328582,88.6671418,2.5659301,97.4340699,0.7840342,99.2159658,15.1104775,84.8895225
716,Municipio/TIOC,Oruro,Poopó,Antequera,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Municipio/TIOC,Oruro,Poopó,Antequera,Rural,1450.0,525.0,878.0,47.0,159.0,1244.0,47.0,36.0,1367.0,47.0,11.0,1392.0,47.0,212.0,1191.0,47.0,37.4198147,62.5801853,11.3328582,88.6671418,2.5659301,97.4340699,0.7840342,99.2159658,15.1104775,84.8895225
718,Provincia,Oruro,Pantaleón Dalence,,Pantaleón Dalence,8599.0,4484.0,3900.0,215.0,1503.0,6882.0,214.0,685.0,7701.0,213.0,95.0,8291.0,213.0,2052.0,6334.0,213.0,53.4828244,46.5171756,17.9248658,82.0751342,8.1683759,91.8316241,1.1328404,98.8671596,24.4693537,75.5306463
719,Provincia,Oruro,Pantaleón Dalence,,Urbana,5884.0,3923.0,1822.0,139.0,1400.0,4346.0,138.0,622.0,5124.0,138.0,81.0,5665.0,138.0,1898.0,3848.0,138.0,68.2854656,31.7145344,24.3647755,75.6352245,10.8249217,89.1750783,1.4096763,98.5903237,33.0316742,66.9683258
720,Provincia,Oruro,Pantaleón Dalence,,Rural,2715.0,561.0,2078.0,76.0,103.0,2536.0,76.0,63.0,2577.0,75.0,14.0,2626.0,75.0,154.0,2486.0,75.0,21.2580523,78.7419477,3.9029936,96.0970064,2.3863636,97.6136364,0.530303,99.469697,5.8333333,94.1666667
721,Municipio/TIOC,Oruro,Pantaleón Dalence,Huanuni,Huanuni,6423.0,3624.0,2640.0,159.0,1303.0,4962.0,158.0,612.0,5654.0,157.0,72.0,6194.0,157.0,1757.0,4509.0,157.0,57.8544061,42.1455939,20.7980846,79.2019154,9.7669965,90.2330035,1.1490584,98.8509416,28.040217,71.959783
722,Municipio/TIOC,Oruro,Pantaleón Dalence,Huanuni,Urbana,4810.0,3327.0,1368.0,115.0,1239.0,3457.0,114.0,566.0,4130.0,114.0,66.0,4630.0,114.0,1662.0,3034.0,114.0,70.8626198,29.1373802,26.3841567,73.6158433,12.0528109,87.9471891,1.4054514,98.5945486,35.3918228,64.6081772
723,Municipio/TIOC,Oruro,Pantaleón Dalence,Huanuni,Rural,1613.0,297.0,1272.0,44.0,64.0,1505.0,44.0,46.0,1524.0,43.0,6.0,1564.0,43.0,95.0,1475.0,43.0,18.9292543,81.0707457,4.0790312,95.9209688,2.9299363,97.0700637,0.3821656,99.6178344,6.0509554,93.9490446
724,Municipio/TIOC,Oruro,Pantaleón Dalence,Machacamarca,Machacamarca,2176.0,860.0,1260.0,56.0,200.0,1920.0,56.0,73.0,2047.0,56.0,23.0,2097.0,56.0,295.0,1825.0,56.0,40.5660377,59.4339623,9.4339623,90.5660377,3.4433962,96.5566038,1.0849057,98.9150943,13.9150943,86.0849057
725,Municipio/TIOC,Oruro,Pantaleón Dalence,Machacamarca,Urbana,1074.0,596.0,454.0,24.0,161.0,889.0,24.0,56.0,994.0,24.0,15.0,1035.0,24.0,236.0,814.0,24.0,56.7619048,43.2380952,15.3333333,84.6666667,5.3333333,94.6666667,1.4285714,98.5714286,22.4761905,77.5238095
726,Municipio/TIOC,Oruro,Pantaleón Dalence,Machacamarca,Rural,1102.0,264.0,806.0,32.0,39.0,1031.0,32.0,17.0,1053.0,32.0,8.0,1062.0,32.0,59.0,1011.0,32.0,24.6728972,75.3271028,3.6448598,96.3551402,1.588785,98.411215,0.7476636,99.2523364,5.5140187,94.4859813
727,Provincia,Oruro,Ladislao Cabrera,,Ladislao Cabrera,7244.0,914.0,6091.0,239.0,148.0,6857.0,239.0,114.0,6891.0,239.0,27.0,6978.0,239.0,392.0,6613.0,239.0,13.047823,86.952177,2.1127766,97.8872234,1.627409,98.372591,0.385439,99.614561,5.5960029,94.4039971
728,Provincia,Oruro,Ladislao Cabrera,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Provincia,Oruro,Ladislao Cabrera,,Rural,7244.0,914.0,6091.0,239.0,148.0,6857.0,239.0,114.0,6891.0,239.0,27.0,6978.0,239.0,392.0,6613.0,239.0,13.047823,86.952177,2.1127766,97.8872234,1.627409,98.372591,0.385439,99.614561,5.5960029,94.4039971
730,Municipio/TIOC,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas),Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas),5969.0,778.0,4987.0,204.0,131.0,5634.0,204.0,100.0,5665.0,204.0,24.0,5741.0,204.0,359.0,5406.0,204.0,13.4952298,86.5047702,2.272333,97.727667,1.7346054,98.2653946,0.4163053,99.5836947,6.2272333,93.7727667
731,Municipio/TIOC,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas),Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Municipio/TIOC,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas),Rural,5969.0,778.0,4987.0,204.0,131.0,5634.0,204.0,100.0,5665.0,204.0,24.0,5741.0,204.0,359.0,5406.0,204.0,13.4952298,86.5047702,2.272333,97.727667,1.7346054,98.2653946,0.4163053,99.5836947,6.2272333,93.7727667
733,Municipio/TIOC,Oruro,Ladislao Cabrera,Pampa Aullagas,Pampa Aullagas,1275.0,136.0,1104.0,35.0,17.0,1223.0,35.0,14.0,1226.0,35.0,3.0,1237.0,35.0,33.0,1207.0,35.0,10.9677419,89.0322581,1.3709677,98.6290323,1.1290323,98.8709677,0.2419355,99.7580645,2.6612903,97.3387097
734,Municipio/TIOC,Oruro,Ladislao Cabrera,Pampa Aullagas,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Municipio/TIOC,Oruro,Ladislao Cabrera,Pampa Aullagas,Rural,1275.0,136.0,1104.0,35.0,17.0,1223.0,35.0,14.0,1226.0,35.0,3.0,1237.0,35.0,33.0,1207.0,35.0,10.9677419,89.0322581,1.3709677,98.6290323,1.1290323,98.8709677,0.2419355,99.7580645,2.6612903,97.3387097
736,Provincia,Oruro,Sabaya,,Sabaya,5317.0,631.0,4477.0,209.0,134.0,4974.0,209.0,100.0,5007.0,210.0,31.0,5077.0,209.0,367.0,4743.0,207.0,12.3531715,87.6468285,2.6233359,97.3766641,1.9580967,98.0419033,0.6068912,99.3931088,7.1819961,92.8180039
737,Provincia,Oruro,Sabaya,,Urbana,462.0,119.0,315.0,28.0,28.0,406.0,28.0,21.0,413.0,28.0,6.0,428.0,28.0,80.0,354.0,28.0,27.4193548,72.5806452,6.4516129,93.5483871,4.8387097,95.1612903,1.3824885,98.6175115,18.4331797,81.5668203
738,Provincia,Oruro,Sabaya,,Rural,4855.0,512.0,4162.0,181.0,106.0,4568.0,181.0,79.0,4594.0,182.0,25.0,4649.0,181.0,287.0,4389.0,179.0,10.9542148,89.0457852,2.2678648,97.7321352,1.6905628,98.3094372,0.5348738,99.4651262,6.1377246,93.8622754
739,Municipio/TIOC,Oruro,Sabaya,Sabaya,Sabaya,3855.0,441.0,3267.0,147.0,95.0,3613.0,147.0,78.0,3629.0,148.0,22.0,3686.0,147.0,199.0,3511.0,145.0,11.8932039,88.1067961,2.562028,97.437972,2.1041273,97.8958727,0.5933118,99.4066882,5.3638814,94.6361186
740,Municipio/TIOC,Oruro,Sabaya,Sabaya,Urbana,462.0,119.0,315.0,28.0,28.0,406.0,28.0,21.0,413.0,28.0,6.0,428.0,28.0,80.0,354.0,28.0,27.4193548,72.5806452,6.4516129,93.5483871,4.8387097,95.1612903,1.3824885,98.6175115,18.4331797,81.5668203
741,Municipio/TIOC,Oruro,Sabaya,Sabaya,Rural,3393.0,322.0,2952.0,119.0,67.0,3207.0,119.0,57.0,3216.0,120.0,16.0,3258.0,119.0,119.0,3157.0,117.0,9.8350641,90.1649359,2.0464264,97.9535736,1.7415215,98.2584785,0.4886988,99.5113012,3.6324786,96.3675214
742,Municipio/TIOC,Oruro,Sabaya,Coipasa,Coipasa,357.0,108.0,236.0,13.0,24.0,320.0,13.0,5.0,339.0,13.0,3.0,341.0,13.0,53.0,291.0,13.0,31.3953488,68.6046512,6.9767442,93.0232558,1.4534884,98.5465116,0.872093,99.127907,15.4069767,84.5930233
743,Municipio/TIOC,Oruro,Sabaya,Coipasa,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Municipio/TIOC,Oruro,Sabaya,Coipasa,Rural,357.0,108.0,236.0,13.0,24.0,320.0,13.0,5.0,339.0,13.0,3.0,341.0,13.0,53.0,291.0,13.0,31.3953488,68.6046512,6.9767442,93.0232558,1.4534884,98.5465116,0.872093,99.127907,15.4069767,84.5930233
745,Municipio/TIOC,Oruro,Sabaya,Uru Chipaya (Nación Originaria Uru Chipaya),Uru Chipaya (Nación Originaria Uru Chipaya),1105.0,82.0,974.0,49.0,15.0,1041.0,49.0,17.0,1039.0,49.0,6.0,1050.0,49.0,115.0,941.0,49.0,7.7651515,92.2348485,1.4204545,98.5795455,1.6098485,98.3901515,0.5681818,99.4318182,10.8901515,89.1098485
746,Municipio/TIOC,Oruro,Sabaya,Uru Chipaya (Nación Originaria Uru Chipaya),Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Municipio/TIOC,Oruro,Sabaya,Uru Chipaya (Nación Originaria Uru Chipaya),Rural,1105.0,82.0,974.0,49.0,15.0,1041.0,49.0,17.0,1039.0,49.0,6.0,1050.0,49.0,115.0,941.0,49.0,7.7651515,92.2348485,1.4204545,98.5795455,1.6098485,98.3901515,0.5681818,99.4318182,10.8901515,89.1098485
748,Provincia,Oruro,Saucarí,,Saucarí,4732.0,212.0,4334.0,186.0,31.0,4515.0,186.0,28.0,4518.0,186.0,11.0,4535.0,186.0,64.0,4482.0,186.0,4.6634404,95.3365596,0.6819182,99.3180818,0.6159261,99.3840739,0.241971,99.758029,1.4078311,98.5921689
749,Provincia,Oruro,Saucarí,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Provincia,Oruro,Saucarí,,Rural,4732.0,212.0,4334.0,186.0,31.0,4515.0,186.0,28.0,4518.0,186.0,11.0,4535.0,186.0,64.0,4482.0,186.0,4.6634404,95.3365596,0.6819182,99.3180818,0.6159261,99.3840739,0.241971,99.758029,1.4078311,98.5921689
751,Municipio/TIOC,Oruro,Saucarí,Toledo,Toledo,4732.0,212.0,4334.0,186.0,31.0,4515.0,186.0,28.0,4518.0,186.0,11.0,4535.0,186.0,64.0,4482.0,186.0,4.6634404,95.3365596,0.6819182,99.3180818,0.6159261,99.3840739,0.241971,99.758029,1.4078311,98.5921689
752,Municipio/TIOC,Oruro,Saucarí,Toledo,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Municipio/TIOC,Oruro,Saucarí,Toledo,Rural,4732.0,212.0,4334.0,186.0,31.0,4515.0,186.0,28.0,4518.0,186.0,11.0,4535.0,186.0,64.0,4482.0,186.0,4.6634404,95.3365596,0.6819182,99.3180818,0.6159261,99.3840739,0.241971,99.758029,1.4078311,98.5921689
754,Provincia,Oruro,Tomás Barrón,,Tomás Barrón,1936.0,308.0,1565.0,63.0,73.0,1800.0,63.0,36.0,1837.0,63.0,14.0,1859.0,63.0,111.0,1762.0,63.0,16.4442072,83.5557928,3.8974907,96.1025093,1.9220502,98.0779498,0.747464,99.252536,5.9263214,94.0736786
755,Provincia,Oruro,Tomás Barrón,,Urbana,873.0,246.0,612.0,15.0,53.0,805.0,15.0,31.0,827.0,15.0,13.0,845.0,15.0,97.0,761.0,15.0,28.6713287,71.3286713,6.1771562,93.8228438,3.6130536,96.3869464,1.5151515,98.4848485,11.3053613,88.6946387
756,Provincia,Oruro,Tomás Barrón,,Rural,1063.0,62.0,953.0,48.0,20.0,995.0,48.0,5.0,1010.0,48.0,1.0,1014.0,48.0,14.0,1001.0,48.0,6.1083744,93.8916256,1.9704433,98.0295567,0.4926108,99.5073892,0.0985222,99.9014778,1.3793103,98.6206897
757,Municipio/TIOC,Oruro,Tomás Barrón,Eucaliptus,Eucaliptus,1936.0,308.0,1565.0,63.0,73.0,1800.0,63.0,36.0,1837.0,63.0,14.0,1859.0,63.0,111.0,1762.0,63.0,16.4442072,83.5557928,3.8974907,96.1025093,1.9220502,98.0779498,0.747464,99.252536,5.9263214,94.0736786
758,Municipio/TIOC,Oruro,Tomás Barrón,Eucaliptus,Urbana,873.0,246.0,612.0,15.0,53.0,805.0,15.0,31.0,827.0,15.0,13.0,845.0,15.0,97.0,761.0,15.0,28.6713287,71.3286713,6.1771562,93.8228438,3.6130536,96.3869464,1.5151515,98.4848485,11.3053613,88.6946387
759,Municipio/TIOC,Oruro,Tomás Barrón,Eucaliptus,Rural,1063.0,62.0,953.0,48.0,20.0,995.0,48.0,5.0,1010.0,48.0,1.0,1014.0,48.0,14.0,1001.0,48.0,6.1083744,93.8916256,1.9704433,98.0295567,0.4926108,99.5073892,0.0985222,99.9014778,1.3793103,98.6206897
760,Provincia,Oruro,Sur Carangas,,Sur Carangas,3384.0,200.0,3020.0,164.0,21.0,3199.0,164.0,19.0,3202.0,163.0,5.0,3216.0,163.0,37.0,3183.0,164.0,6.2111801,93.7888199,0.6521739,99.3478261,0.5898789,99.4101211,0.1552313,99.8447687,1.1490683,98.8509317
761,Provincia,Oruro,Sur Carangas,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Provincia,Oruro,Sur Carangas,,Rural,3384.0,200.0,3020.0,164.0,21.0,3199.0,164.0,19.0,3202.0,163.0,5.0,3216.0,163.0,37.0,3183.0,164.0,6.2111801,93.7888199,0.6521739,99.3478261,0.5898789,99.4101211,0.1552313,99.8447687,1.1490683,98.8509317
763,Municipio/TIOC,Oruro,Sur Carangas,Andamarca,Andamarca,2285.0,160.0,2009.0,116.0,16.0,2153.0,116.0,16.0,2154.0,115.0,5.0,2165.0,115.0,31.0,2138.0,116.0,7.3766713,92.6233287,0.7376671,99.2623329,0.7373272,99.2626728,0.2304147,99.7695853,1.4292301,98.5707699
764,Municipio/TIOC,Oruro,Sur Carangas,Andamarca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Municipio/TIOC,Oruro,Sur Carangas,Andamarca,Rural,2285.0,160.0,2009.0,116.0,16.0,2153.0,116.0,16.0,2154.0,115.0,5.0,2165.0,115.0,31.0,2138.0,116.0,7.3766713,92.6233287,0.7376671,99.2623329,0.7373272,99.2626728,0.2304147,99.7695853,1.4292301,98.5707699
766,Municipio/TIOC,Oruro,Sur Carangas,Belén de Andamarca,Belén de Andamarca,1099.0,40.0,1011.0,48.0,5.0,1046.0,48.0,3.0,1048.0,48.0,0.0,1051.0,48.0,6.0,1045.0,48.0,3.8058991,96.1941009,0.4757374,99.5242626,0.2854424,99.7145576,0.0,100.0,0.5708849,99.4291151
767,Municipio/TIOC,Oruro,Sur Carangas,Belén de Andamarca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Municipio/TIOC,Oruro,Sur Carangas,Belén de Andamarca,Rural,1099.0,40.0,1011.0,48.0,5.0,1046.0,48.0,3.0,1048.0,48.0,0.0,1051.0,48.0,6.0,1045.0,48.0,3.8058991,96.1941009,0.4757374,99.5242626,0.2854424,99.7145576,0.0,100.0,0.5708849,99.4291151
769,Provincia,Oruro,San Pedro de Totora,,San Pedro de Totora,2648.0,61.0,2441.0,146.0,11.0,2491.0,146.0,15.0,2487.0,146.0,6.0,2496.0,146.0,16.0,2486.0,146.0,2.4380496,97.5619504,0.4396483,99.5603517,0.5995204,99.4004796,0.2398082,99.7601918,0.6394884,99.3605116
770,Provincia,Oruro,San Pedro de Totora,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Provincia,Oruro,San Pedro de Totora,,Rural,2648.0,61.0,2441.0,146.0,11.0,2491.0,146.0,15.0,2487.0,146.0,6.0,2496.0,146.0,16.0,2486.0,146.0,2.4380496,97.5619504,0.4396483,99.5603517,0.5995204,99.4004796,0.2398082,99.7601918,0.6394884,99.3605116
772,Municipio/TIOC,Oruro,San Pedro de Totora,Totora,Totora,2648.0,61.0,2441.0,146.0,11.0,2491.0,146.0,15.0,2487.0,146.0,6.0,2496.0,146.0,16.0,2486.0,146.0,2.4380496,97.5619504,0.4396483,99.5603517,0.5995204,99.4004796,0.2398082,99.7601918,0.6394884,99.3605116
773,Municipio/TIOC,Oruro,San Pedro de Totora,Totora,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Municipio/TIOC,Oruro,San Pedro de Totora,Totora,Rural,2648.0,61.0,2441.0,146.0,11.0,2491.0,146.0,15.0,2487.0,146.0,6.0,2496.0,146.0,16.0,2486.0,146.0,2.4380496,97.5619504,0.4396483,99.5603517,0.5995204,99.4004796,0.2398082,99.7601918,0.6394884,99.3605116
775,Provincia,Oruro,Sebastián Pagador,,Sebastián Pagador,4639.0,691.0,3751.0,197.0,117.0,4325.0,197.0,99.0,4343.0,197.0,14.0,4428.0,197.0,169.0,4273.0,197.0,15.5560558,84.4439442,2.6339487,97.3660513,2.2287258,97.7712742,0.3151733,99.6848267,3.8045925,96.1954075
776,Provincia,Oruro,Sebastián Pagador,,Urbana,1146.0,489.0,602.0,55.0,97.0,994.0,55.0,85.0,1006.0,55.0,10.0,1081.0,55.0,137.0,954.0,55.0,44.8212649,55.1787351,8.8909258,91.1090742,7.7910174,92.2089826,0.9165903,99.0834097,12.5572869,87.4427131
777,Provincia,Oruro,Sebastián Pagador,,Rural,3493.0,202.0,3149.0,142.0,20.0,3331.0,142.0,14.0,3337.0,142.0,4.0,3347.0,142.0,32.0,3319.0,142.0,6.0280513,93.9719487,0.5968368,99.4031632,0.4177857,99.5822143,0.1193674,99.8806326,0.9549388,99.0450612
778,Municipio/TIOC,Oruro,Sebastián Pagador,Santiago de Huari,Santiago de Huari,4639.0,691.0,3751.0,197.0,117.0,4325.0,197.0,99.0,4343.0,197.0,14.0,4428.0,197.0,169.0,4273.0,197.0,15.5560558,84.4439442,2.6339487,97.3660513,2.2287258,97.7712742,0.3151733,99.6848267,3.8045925,96.1954075
779,Municipio/TIOC,Oruro,Sebastián Pagador,Santiago de Huari,Urbana,1146.0,489.0,602.0,55.0,97.0,994.0,55.0,85.0,1006.0,55.0,10.0,1081.0,55.0,137.0,954.0,55.0,44.8212649,55.1787351,8.8909258,91.1090742,7.7910174,92.2089826,0.9165903,99.0834097,12.5572869,87.4427131
780,Municipio/TIOC,Oruro,Sebastián Pagador,Santiago de Huari,Rural,3493.0,202.0,3149.0,142.0,20.0,3331.0,142.0,14.0,3337.0,142.0,4.0,3347.0,142.0,32.0,3319.0,142.0,6.0280513,93.9719487,0.5968368,99.4031632,0.4177857,99.5822143,0.1193674,99.8806326,0.9549388,99.0450612
781,Provincia,Oruro,Mejillones,,Mejillones,869.0,118.0,732.0,19.0,14.0,836.0,19.0,25.0,825.0,19.0,2.0,848.0,19.0,69.0,781.0,19.0,13.8823529,86.1176471,1.6470588,98.3529412,2.9411765,97.0588235,0.2352941,99.7647059,8.1176471,91.8823529
