N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Tiene,NÚMERO DE VIVIENDAS | 2001 | No tiene,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Tiene,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Tiene,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1,País,,,,Bolivia,1977665,1273176,704489,2803982,2307319,496663,3623711,3242577,381134,64.3777384,35.6222616,82.2872258,17.7127742,89.4822186,10.5177814
2,País,,,,Urbana,1210962,1083652,127310,1826480,1745404,81076,2386919,2331594,55325,89.4868708,10.5131292,95.5610792,4.4389208,97.6821585,2.3178415
3,País,,,,Rural,766703,189524,577179,977502,561915,415587,1236792,910983,325809,24.7193503,75.2806497,57.4847929,42.5152071,73.6569286,26.3430714
4,Departamento,Chuquisaca,,,Chuquisaca,118918,56065,62853,150081,103796,46285,184969,160229,24740,47.1459325,52.8540675,69.1599869,30.8400131,86.6247858,13.3752142
5,Departamento,Chuquisaca,,,Urbana,50517,46010,4507,74401,72113,2288,102961,101687,1274,91.0782509,8.9217491,96.9247725,3.0752275,98.7626383,1.2373617
6,Departamento,Chuquisaca,,,Rural,68401,10055,58346,75680,31683,43997,82008,58542,23466,14.7000775,85.2999225,41.8644292,58.1355708,71.3857185,28.6142815
7,Provincia,Chuquisaca,Oropeza,,Oropeza,56073,43372,12701,77255,67367,9888,100241,94248,5993,77.3491698,22.6508302,87.2008284,12.7991716,94.0214084,5.9785916
8,Provincia,Chuquisaca,Oropeza,,Urbana,44815,41142,3673,63108,61475,1633,84913,84025,888,91.8040835,8.1959165,97.4123724,2.5876276,98.9542237,1.0457763
9,Provincia,Chuquisaca,Oropeza,,Rural,11258,2230,9028,14147,5892,8255,15328,10223,5105,19.8081364,80.1918636,41.648406,58.351594,66.6949374,33.3050626
10,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Sucre,49756,42047,7709,69949,64598,5351,92531,89370,3161,84.5063912,15.4936088,92.3501408,7.6498592,96.5838476,3.4161524
11,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Urbana,44815,41142,3673,63108,61475,1633,84913,84025,888,91.8040835,8.1959165,97.4123724,2.5876276,98.9542237,1.0457763
12,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Rural,4941,905,4036,6841,3123,3718,7618,5345,2273,18.3161303,81.6838697,45.6512206,54.3487794,70.1627724,29.8372276
13,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Yotala,2204,1168,1036,2646,2024,622,3056,2705,351,52.9945554,47.0054446,76.4928193,23.5071807,88.5143979,11.4856021
14,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Urbana,,,,,,,,,,,,,,,
15,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Rural,2204,1168,1036,2646,2024,622,3056,2705,351,52.9945554,47.0054446,76.4928193,23.5071807,88.5143979,11.4856021
16,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Poroma,4113,157,3956,4660,745,3915,4654,2173,2481,3.8171651,96.1828349,15.9871245,84.0128755,46.6910185,53.3089815
17,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Urbana,,,,,,,,,,,,,,,
18,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Rural,4113,157,3956,4660,745,3915,4654,2173,2481,3.8171651,96.1828349,15.9871245,84.0128755,46.6910185,53.3089815
19,Provincia,Chuquisaca,Azurduy,,Azurduy,5611,534,5077,5956,1638,4318,7048,4497,2551,9.5170201,90.4829799,27.501679,72.498321,63.8053348,36.1946652
20,Provincia,Chuquisaca,Azurduy,,Urbana,,,,,,,,,,,,,,,
21,Provincia,Chuquisaca,Azurduy,,Rural,5611,534,5077,5956,1638,4318,7048,4497,2551,9.5170201,90.4829799,27.501679,72.498321,63.8053348,36.1946652
22,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Azurduy,2329,225,2104,2538,499,2039,2450,1355,1095,9.6607986,90.3392014,19.6611505,80.3388495,55.3061224,44.6938776
23,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Urbana,,,,,,,,,,,,,,,
24,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Rural,2329,225,2104,2538,499,2039,2450,1355,1095,9.6607986,90.3392014,19.6611505,80.3388495,55.3061224,44.6938776
25,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Tarvita,3282,309,2973,3418,1139,2279,4598,3142,1456,9.4149909,90.5850091,33.323581,66.676419,68.3340583,31.6659417
26,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Urbana,,,,,,,,,,,,,,,
27,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Rural,3282,309,2973,3418,1139,2279,4598,3142,1456,9.4149909,90.5850091,33.323581,66.676419,68.3340583,31.6659417
28,Provincia,Chuquisaca,Zudáñez,,Zudáñez,7130,1319,5811,9116,4463,4653,11636,8929,2707,18.4992987,81.5007013,48.9578763,51.0421237,76.7359917,23.2640083
29,Provincia,Chuquisaca,Zudáñez,,Urbana,,,,1385,1241,144,2686,2631,55,,,89.6028881,10.3971119,97.9523455,2.0476545
30,Provincia,Chuquisaca,Zudáñez,,Rural,7130,1319,5811,7731,3222,4509,8950,6298,2652,18.4992987,81.5007013,41.6763679,58.3236321,70.3687151,29.6312849
31,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Zudáñez,1698,424,1274,2586,1268,1318,3187,2714,473,24.9705536,75.0294464,49.033256,50.966744,85.1584562,14.8415438
32,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Urbana,,,,825,761,64,1220,1200,20,,,92.2424242,7.7575758,98.3606557,1.6393443
33,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Rural,1698,424,1274,1761,507,1254,1967,1514,453,24.9705536,75.0294464,28.79046,71.20954,76.9700051,23.0299949
34,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Presto,1958,201,1757,2717,1037,1680,3271,2362,909,10.2655771,89.7344229,38.1670961,61.8329039,72.2103332,27.7896668
35,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Urbana,,,,560,480,80,609,587,22,,,85.7142857,14.2857143,96.3875205,3.6124795
36,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Rural,1958,201,1757,2157,557,1600,2662,1775,887,10.2655771,89.7344229,25.8229022,74.1770978,66.6791886,33.3208114
37,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Mojocoya,1795,467,1328,1982,1144,838,2543,1991,552,26.0167131,73.9832869,57.7194753,42.2805247,78.2933543,21.7066457
38,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Urbana,,,,,,,857,844,13,,,,,98.4830805,1.5169195
39,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Rural,1795,467,1328,1982,1144,838,1686,1147,539,26.0167131,73.9832869,57.7194753,42.2805247,68.0308422,31.9691578
40,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Icla,1679,227,1452,1831,1014,817,2635,1862,773,13.5199524,86.4800476,55.379574,44.620426,70.6641366,29.3358634
41,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Urbana,,,,,,,,,,,,,,,
42,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Rural,1679,227,1452,1831,1014,817,2635,1862,773,13.5199524,86.4800476,55.379574,44.620426,70.6641366,29.3358634
43,Provincia,Chuquisaca,Tomina,,Tomina,7912,1517,6395,9217,4261,4956,10144,8128,2016,19.1734075,80.8265925,46.2297928,53.7702072,80.126183,19.873817
44,Provincia,Chuquisaca,Tomina,,Urbana,669,571,98,1590,1498,92,2053,2027,26,85.3512706,14.6487294,94.2138365,5.7861635,98.7335606,1.2664394
45,Provincia,Chuquisaca,Tomina,,Rural,7243,946,6297,7627,2763,4864,8091,6101,1990,13.0608864,86.9391136,36.2265635,63.7734365,75.4047707,24.5952293
46,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Padilla,2750,684,2066,2810,1416,1394,3186,2564,622,24.8727273,75.1272727,50.3914591,49.6085409,80.4770873,19.5229127
47,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Urbana,669,571,98,986,924,62,1489,1473,16,85.3512706,14.6487294,93.7119675,6.2880325,98.9254533,1.0745467
48,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Rural,2081,113,1968,1824,492,1332,1697,1091,606,5.4300817,94.5699183,26.9736842,73.0263158,64.2899234,35.7100766
49,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Tomina,1921,347,1574,2113,1078,1035,2243,1997,246,18.0635086,81.9364914,51.0175106,48.9824894,89.0325457,10.9674543
50,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Urbana,,,,,,,564,554,10,,,,,98.2269504,1.7730496
51,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Rural,1921,347,1574,2113,1078,1035,1679,1443,236,18.0635086,81.9364914,51.0175106,48.9824894,85.9440143,14.0559857
52,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Sopachuy,1518,262,1256,2010,800,1210,2087,1401,686,17.259552,82.740448,39.800995,60.199005,67.1298515,32.8701485
53,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Urbana,,,,604,574,30,,,,,,95.0331126,4.9668874,,
54,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Rural,1518,262,1256,1406,226,1180,2087,1401,686,17.259552,82.740448,16.0739687,83.9260313,67.1298515,32.8701485
55,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Alcalá,727,135,592,1072,545,527,1189,1089,100,18.5694635,81.4305365,50.8395522,49.1604478,91.5895711,8.4104289
56,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Urbana,,,,,,,,,,,,,,,
57,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Rural,727,135,592,1072,545,527,1189,1089,100,18.5694635,81.4305365,50.8395522,49.1604478,91.5895711,8.4104289
58,Municipio/TIOC,Chuquisaca,Tomina,El Villar,El Villar,996,89,907,1212,422,790,1439,1077,362,8.935743,91.064257,34.8184818,65.1815182,74.8436414,25.1563586
59,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Urbana,,,,,,,,,,,,,,,
60,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Rural,996,89,907,1212,422,790,1439,1077,362,8.935743,91.064257,34.8184818,65.1815182,74.8436414,25.1563586
61,Provincia,Chuquisaca,Hernando Siles,,Hernando Siles,7348,1923,5425,8158,5194,2964,10043,8652,1391,26.1703865,73.8296135,63.6675656,36.3324344,86.1495569,13.8504431
62,Provincia,Chuquisaca,Hernando Siles,,Urbana,1541,1313,228,2765,2669,96,4068,4015,53,85.2044127,14.7955873,96.5280289,3.4719711,98.6971485,1.3028515
63,Provincia,Chuquisaca,Hernando Siles,,Rural,5807,610,5197,5393,2525,2868,5975,4637,1338,10.5045635,89.4954365,46.8199518,53.1800482,77.6066946,22.3933054
64,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,5399,1772,3627,6079,4141,1938,7742,6738,1004,32.8208928,67.1791072,68.1197565,31.8802435,87.0317747,12.9682253
65,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Urbana,1541,1313,228,2765,2669,96,4068,4015,53,85.2044127,14.7955873,96.5280289,3.4719711,98.6971485,1.3028515
66,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Rural,3858,459,3399,3314,1472,1842,3674,2723,951,11.8973561,88.1026439,44.4176222,55.5823778,74.1154056,25.8845944
67,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Huacareta,1949,151,1798,2079,1053,1026,2301,1914,387,7.7475629,92.2524371,50.6493506,49.3506494,83.1812256,16.8187744
68,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Urbana,,,,,,,,,,,,,,,
69,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Rural,1949,151,1798,2079,1053,1026,2301,1914,387,7.7475629,92.2524371,50.6493506,49.3506494,83.1812256,16.8187744
70,Provincia,Chuquisaca,Yamparáez,,Yamparáez,6813,1920,4893,7336,3765,3571,7348,6094,1254,28.1814179,71.8185821,51.3222465,48.6777535,82.9341317,17.0658683
71,Provincia,Chuquisaca,Yamparáez,,Urbana,658,505,153,781,712,69,913,852,61,76.7477204,23.2522796,91.1651729,8.8348271,93.3187295,6.6812705
72,Provincia,Chuquisaca,Yamparáez,,Rural,6155,1415,4740,6555,3053,3502,6435,5242,1193,22.9894395,77.0105605,46.5751335,53.4248665,81.4607615,18.5392385
73,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Tarabuco,4381,982,3399,4386,2268,2118,4279,3545,734,22.4149738,77.5850262,51.7099863,48.2900137,82.8464595,17.1535405
74,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Urbana,658,505,153,781,712,69,913,852,61,76.7477204,23.2522796,91.1651729,8.8348271,93.3187295,6.6812705
75,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Rural,3723,477,3246,3605,1556,2049,3366,2693,673,12.8122482,87.1877518,43.1622746,56.8377254,80.0059418,19.9940582
76,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Yamparáez,2432,938,1494,2950,1497,1453,3069,2549,520,38.5690789,61.4309211,50.7457627,49.2542373,83.0563702,16.9436298
77,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Urbana,,,,,,,,,,,,,,,
78,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Rural,2432,938,1494,2950,1497,1453,3069,2549,520,38.5690789,61.4309211,50.7457627,49.2542373,83.0563702,16.9436298
79,Provincia,Chuquisaca,Nor Cinti,,Nor Cinti,15451,2929,12522,18587,8716,9871,21769,16292,5477,18.9567018,81.0432982,46.8929897,53.1070103,74.8403693,25.1596307
80,Provincia,Chuquisaca,Nor Cinti,,Urbana,1078,987,91,2069,1934,135,4332,4225,107,91.5584416,8.4415584,93.4751087,6.5248913,97.5300092,2.4699908
81,Provincia,Chuquisaca,Nor Cinti,,Rural,14373,1942,12431,16518,6782,9736,17437,12067,5370,13.5114451,86.4885549,41.0582395,58.9417605,69.203418,30.796582
82,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Camargo,3442,1466,1976,4325,3029,1296,5047,4388,659,42.5915166,57.4084834,70.0346821,29.9653179,86.9427383,13.0572617
83,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Urbana,1078,987,91,1492,1467,25,1817,1806,11,91.5584416,8.4415584,98.3243968,1.6756032,99.3946065,0.6053935
84,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Rural,2364,479,1885,2833,1562,1271,3230,2582,648,20.2622673,79.7377327,55.1358983,44.8641017,79.9380805,20.0619195
85,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,San Lucas,7313,900,6413,8008,3474,4534,8651,6547,2104,12.3068508,87.6931492,43.3816184,56.6183816,75.6791122,24.3208878
86,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Urbana,,,,,,,990,963,27,,,,,97.2727273,2.7272727
87,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Rural,7313,900,6413,8008,3474,4534,7661,5584,2077,12.3068508,87.6931492,43.3816184,56.6183816,72.8886568,27.1113432
88,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,2065,230,1835,2779,888,1891,4071,2432,1639,11.1380145,88.8619855,31.9539403,68.0460597,59.7396217,40.2603783
89,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Urbana,,,,,,,700,644,56,,,,,92,8
90,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Rural,2065,230,1835,2779,888,1891,3371,1788,1583,11.1380145,88.8619855,31.9539403,68.0460597,53.0406408,46.9593592
91,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,2631,333,2298,3475,1325,2150,4000,2925,1075,12.6567845,87.3432155,38.1294964,61.8705036,73.125,26.875
92,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Urbana,,,,577,467,110,825,812,13,,,80.9358752,19.0641248,98.4242424,1.5757576
93,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Rural,2631,333,2298,2898,858,2040,3175,2113,1062,12.6567845,87.3432155,29.6066253,70.3933747,66.5511811,33.4488189
94,Provincia,Chuquisaca,Belisario Boeto,,Belisario Boeto,2860,635,2225,3196,1973,1223,3187,2754,433,22.2027972,77.7972028,61.7334168,38.2665832,86.4135551,13.5864449
95,Provincia,Chuquisaca,Belisario Boeto,,Urbana,698,579,119,1035,1005,30,1189,1181,8,82.9512894,17.0487106,97.1014493,2.8985507,99.3271657,0.6728343
96,Provincia,Chuquisaca,Belisario Boeto,,Rural,2162,56,2106,2161,968,1193,1998,1573,425,2.5901943,97.4098057,44.7940768,55.2059232,78.7287287,21.2712713
97,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,2860,635,2225,3196,1973,1223,3187,2754,433,22.2027972,77.7972028,61.7334168,38.2665832,86.4135551,13.5864449
98,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Urbana,698,579,119,1035,1005,30,1189,1181,8,82.9512894,17.0487106,97.1014493,2.8985507,99.3271657,0.6728343
99,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Rural,2162,56,2106,2161,968,1193,1998,1573,425,2.5901943,97.4098057,44.7940768,55.2059232,78.7287287,21.2712713
100,Provincia,Chuquisaca,Sud Cinti,,Sud Cinti,5550,978,4572,6374,3527,2847,7311,5595,1716,17.6216216,82.3783784,55.3341701,44.6658299,76.5285187,23.4714813
101,Provincia,Chuquisaca,Sud Cinti,,Urbana,505,415,90,736,671,65,1645,1579,66,82.1782178,17.8217822,91.1684783,8.8315217,95.9878419,4.0121581
102,Provincia,Chuquisaca,Sud Cinti,,Rural,5045,563,4482,5638,2856,2782,5666,4016,1650,11.1595639,88.8404361,50.6562611,49.3437389,70.8789269,29.1210731
103,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Villa Abecia,755,182,573,965,442,523,1371,1172,199,24.1059603,75.8940397,45.8031088,54.1968912,85.4850474,14.5149526
104,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Urbana,,,,,,,567,553,14,,,,,97.5308642,2.4691358
105,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Rural,755,182,573,965,442,523,804,619,185,24.1059603,75.8940397,45.8031088,54.1968912,76.9900498,23.0099502
106,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Culpina,3923,762,3161,4347,2445,1902,4660,3269,1391,19.4239103,80.5760897,56.2456867,43.7543133,70.1502146,29.8497854
107,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Urbana,505,415,90,736,671,65,1078,1026,52,82.1782178,17.8217822,91.1684783,8.8315217,95.1762523,4.8237477
108,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Rural,3418,347,3071,3611,1774,1837,3582,2243,1339,10.1521358,89.8478642,49.1276655,50.8723345,62.6186488,37.3813512
109,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Las Carreras,872,34,838,1062,640,422,1280,1154,126,3.8990826,96.1009174,60.2636535,39.7363465,90.15625,9.84375
110,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Urbana,,,,,,,,,,,,,,,
111,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Rural,872,34,838,1062,640,422,1280,1154,126,3.8990826,96.1009174,60.2636535,39.7363465,90.15625,9.84375
112,Provincia,Chuquisaca,Luis Calvo,,Luis Calvo,4170,938,3232,4886,2892,1994,6242,5040,1202,22.4940048,77.5059952,59.1895211,40.8104789,80.7433515,19.2566485
113,Provincia,Chuquisaca,Luis Calvo,,Urbana,553,498,55,932,908,24,1162,1152,10,90.0542495,9.9457505,97.4248927,2.5751073,99.1394148,0.8605852
114,Provincia,Chuquisaca,Luis Calvo,,Rural,3617,440,3177,3954,1984,1970,5080,3888,1192,12.1647774,87.8352226,50.1770359,49.8229641,76.5354331,23.4645669
115,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,2199,581,1618,2532,1584,948,3136,2532,604,26.4211005,73.5788995,62.5592417,37.4407583,80.7397959,19.2602041
116,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Urbana,553,498,55,932,908,24,1162,1152,10,90.0542495,9.9457505,97.4248927,2.5751073,99.1394148,0.8605852
117,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Rural,1646,83,1563,1600,676,924,1974,1380,594,5.0425273,94.9574727,42.25,57.75,69.9088146,30.0911854
118,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Huacaya (Autonomía Guaraní Chaqueño de Huacaya),468,13,455,603,246,357,818,722,96,2.7777778,97.2222222,40.7960199,59.2039801,88.2640587,11.7359413
119,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Urbana,,,,,,,,,,,,,,,
120,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Rural,468,13,455,603,246,357,818,722,96,2.7777778,97.2222222,40.7960199,59.2039801,88.2640587,11.7359413
121,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Macharetí,1503,344,1159,1751,1062,689,2288,1786,502,22.8875582,77.1124418,60.6510565,39.3489435,78.0594406,21.9405594
122,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Urbana,,,,,,,,,,,,,,,
123,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Rural,1503,344,1159,1751,1062,689,2288,1786,502,22.8875582,77.1124418,60.6510565,39.3489435,78.0594406,21.9405594
124,Departamento,La Paz,,,La Paz,629916,414144,215772,852573,698634,153939,1069838,951222,118616,65.745909,34.254091,81.9441854,18.0558146,88.9127139,11.0872861
125,Departamento,La Paz,,,Urbana,398884,357574,41310,543729,510638,33091,664447,641742,22705,89.6436057,10.3563943,93.9140638,6.0859362,96.5828727,3.4171273
