N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Leña,"NÚMERO DE VIVIENDAS | 2001 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2001 | Kerosén,NÚMERO DE VIVIENDAS | 2001 | Gas,NÚMERO DE VIVIENDAS | 2001 | Electricidad,NÚMERO DE VIVIENDAS | 2001 | Otro,NÚMERO DE VIVIENDAS | 2001 | No utiliza,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Leña,"NÚMERO DE VIVIENDAS | 2012 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2012 | Energía solar,NÚMERO DE VIVIENDAS | 2012 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2012 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2012 | Electricidad,NÚMERO DE VIVIENDAS | 2012 | Otro,NÚMERO DE VIVIENDAS | 2012 | No cocina,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Leña,"NÚMERO DE VIVIENDAS | 2024 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2024 | Energía solar,NÚMERO DE VIVIENDAS | 2024 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2024 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2024 | Electricidad,NÚMERO DE VIVIENDAS | 2024 | Otro,NÚMERO DE VIVIENDAS | 2024 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2001 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2001 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2001 | Kerosén,DISTRIBUCIÓN PORCENTUAL | 2001 | Gas,DISTRIBUCIÓN PORCENTUAL | 2001 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2001 | Otro,DISTRIBUCIÓN PORCENTUAL | 2001 | No utiliza,DISTRIBUCIÓN PORCENTUAL | 2012 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2012 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2012 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2012 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2012 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2012 | Otro,DISTRIBUCIÓN PORCENTUAL | 2012 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2024 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2024 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2024 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2024 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2024 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2024 | Otro,DISTRIBUCIÓN PORCENTUAL | 2024 | No cocina
281,Municipio/TIOC,La Paz,Ingavi,Taraco,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Municipio/TIOC,La Paz,Ingavi,Taraco,Rural,1762,869,624,74,189,0,0,6,1819,489,191,1,0,1100,3,14,21,2562,225,36,2,3,2261,7,5,23,49.3189557,35.4143019,4.199773,10.7264472,0,0,0.3405221,26.8829027,10.5002749,0.0549753,0,60.4727872,0.1649258,0.7696537,1.1544805,8.7822014,1.4051522,0.078064,0.117096,88.2513661,0.273224,0.19516,0.8977361
283,Provincia,La Paz,Loayza,,Loayza,11959,10143,477,60,1243,1,1,34,15147,10337,213,2,0,4466,24,19,86,21883,9872,148,5,55,11459,18,28,298,84.8147838,3.9886278,0.5017142,10.3938456,0.0083619,0.0083619,0.2843047,68.2445369,1.4062191,0.0132039,0,29.4843863,0.1584472,0.1254374,0.5677692,45.1126445,0.6763241,0.0228488,0.2513367,52.3648494,0.0822556,0.1279532,1.3617877
284,Provincia,La Paz,Loayza,,Urbana,,,,,,,,,,,,,,,,,,444,105,1,1,5,318,1,2,11,,,,,,,,,,,,,,,,23.6486486,0.2252252,0.2252252,1.1261261,71.6216216,0.2252252,0.4504505,2.4774775
285,Provincia,La Paz,Loayza,,Rural,11959,10143,477,60,1243,1,1,34,15147,10337,213,2,0,4466,24,19,86,21439,9767,147,4,50,11141,17,26,287,84.8147838,3.9886278,0.5017142,10.3938456,0.0083619,0.0083619,0.2843047,68.2445369,1.4062191,0.0132039,0,29.4843863,0.1584472,0.1254374,0.5677692,45.5571622,0.6856663,0.0186576,0.2332198,51.9660432,0.0792947,0.1212743,1.3386818
286,Municipio/TIOC,La Paz,Loayza,Luribay,Luribay,2571,2360,13,6,186,1,0,5,3913,2775,8,2,0,1087,11,4,26,4434,2079,8,1,13,2259,1,4,69,91.7930766,0.5056398,0.2333722,7.2345391,0.0388954,0,0.1944769,70.9174546,0.2044467,0.0511117,0,27.7791975,0.2811142,0.1022234,0.6644518,46.8876861,0.180424,0.022553,0.293189,50.947226,0.022553,0.090212,1.556157
287,Municipio/TIOC,La Paz,Loayza,Luribay,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Municipio/TIOC,La Paz,Loayza,Luribay,Rural,2571,2360,13,6,186,1,0,5,3913,2775,8,2,0,1087,11,4,26,4434,2079,8,1,13,2259,1,4,69,91.7930766,0.5056398,0.2333722,7.2345391,0.0388954,0,0.1944769,70.9174546,0.2044467,0.0511117,0,27.7791975,0.2811142,0.1022234,0.6644518,46.8876861,0.180424,0.022553,0.293189,50.947226,0.022553,0.090212,1.556157
289,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Sapahaqui,3287,3070,5,2,198,0,0,12,4624,3750,3,0,0,841,6,3,21,6638,3439,13,0,12,3086,8,5,75,93.3982355,0.1521144,0.0608458,6.0237298,0,0,0.3650745,81.0986159,0.0648789,0,0,18.1877163,0.1297578,0.0648789,0.4541522,51.8077734,0.1958421,0,0.1807773,46.4899066,0.1205182,0.0753239,1.1298584
290,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Rural,3287,3070,5,2,198,0,0,12,4624,3750,3,0,0,841,6,3,21,6638,3439,13,0,12,3086,8,5,75,93.3982355,0.1521144,0.0608458,6.0237298,0,0,0.3650745,81.0986159,0.0648789,0,0,18.1877163,0.1297578,0.0648789,0.4541522,51.8077734,0.1958421,0,0.1807773,46.4899066,0.1205182,0.0753239,1.1298584
292,Municipio/TIOC,La Paz,Loayza,Yaco,Yaco,2207,1782,182,19,214,0,1,9,2306,1519,78,0,0,687,1,4,17,4142,1963,59,3,16,2018,4,7,72,80.7430902,8.2464884,0.8608971,9.6964205,0,0.0453104,0.4077934,65.8716392,3.3824805,0,0,29.7918474,0.0433651,0.1734605,0.7372073,47.392564,1.4244326,0.0724288,0.3862868,48.7204249,0.0965717,0.1690005,1.7382907
293,Municipio/TIOC,La Paz,Loayza,Yaco,Urbana,,,,,,,,,,,,,,,,,,444,105,1,1,5,318,1,2,11,,,,,,,,,,,,,,,,23.6486486,0.2252252,0.2252252,1.1261261,71.6216216,0.2252252,0.4504505,2.4774775
294,Municipio/TIOC,La Paz,Loayza,Yaco,Rural,2207,1782,182,19,214,0,1,9,2306,1519,78,0,0,687,1,4,17,3698,1858,58,2,11,1700,3,5,61,80.7430902,8.2464884,0.8608971,9.6964205,0,0.0453104,0.4077934,65.8716392,3.3824805,0,0,29.7918474,0.0433651,0.1734605,0.7372073,50.2433748,1.5684154,0.0540833,0.2974581,45.970795,0.0811249,0.1352082,1.6495403
295,Municipio/TIOC,La Paz,Loayza,Malla,Malla,958,707,191,10,49,0,0,1,1234,550,78,0,0,587,2,7,10,1777,565,55,1,1,1105,1,10,39,73.7995825,19.9373695,1.0438413,5.1148225,0,0,0.1043841,44.5705024,6.3209076,0,0,47.5688817,0.1620746,0.5672609,0.8103728,31.7951604,3.0951041,0.0562746,0.0562746,62.1834553,0.0562746,0.5627462,2.1947102
296,Municipio/TIOC,La Paz,Loayza,Malla,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Municipio/TIOC,La Paz,Loayza,Malla,Rural,958,707,191,10,49,0,0,1,1234,550,78,0,0,587,2,7,10,1777,565,55,1,1,1105,1,10,39,73.7995825,19.9373695,1.0438413,5.1148225,0,0,0.1043841,44.5705024,6.3209076,0,0,47.5688817,0.1620746,0.5672609,0.8103728,31.7951604,3.0951041,0.0562746,0.0562746,62.1834553,0.0562746,0.5627462,2.1947102
298,Municipio/TIOC,La Paz,Loayza,Cairoma,Cairoma,2936,2224,86,23,596,0,0,7,3070,1743,46,0,0,1264,4,1,12,4892,1826,13,0,13,2991,4,2,43,75.7493188,2.9291553,0.7833787,20.2997275,0,0,0.2384196,56.7752443,1.4983713,0,0,41.1726384,0.1302932,0.0325733,0.3908795,37.3262469,0.26574,0,0.26574,61.1406378,0.0817661,0.0408831,0.8789861
299,Municipio/TIOC,La Paz,Loayza,Cairoma,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Municipio/TIOC,La Paz,Loayza,Cairoma,Rural,2936,2224,86,23,596,0,0,7,3070,1743,46,0,0,1264,4,1,12,4892,1826,13,0,13,2991,4,2,43,75.7493188,2.9291553,0.7833787,20.2997275,0,0,0.2384196,56.7752443,1.4983713,0,0,41.1726384,0.1302932,0.0325733,0.3908795,37.3262469,0.26574,0,0.26574,61.1406378,0.0817661,0.0408831,0.8789861
301,Provincia,La Paz,Inquisivi,,Inquisivi,15936,10420,2520,64,2713,112,23,84,19846,11124,1601,13,0,6820,115,35,138,30583,13624,1493,9,83,14921,20,45,388,65.3865462,15.813253,0.4016064,17.0243474,0.7028112,0.1443273,0.5271084,56.0515973,8.0671168,0.0655044,0,34.3646075,0.5794619,0.176358,0.6953542,44.5476245,4.8817971,0.0294281,0.2713926,48.7885427,0.0653958,0.1471406,1.2686787
302,Provincia,La Paz,Inquisivi,,Urbana,1781,440,10,10,1240,26,14,41,3248,329,3,1,0,2872,11,6,26,5831,452,13,1,14,5236,4,5,106,24.7052218,0.5614823,0.5614823,69.6238069,1.459854,0.7860752,2.3020775,10.1293103,0.0923645,0.0307882,0,88.4236453,0.33867,0.1847291,0.8004926,7.7516721,0.2229463,0.0171497,0.240096,89.7959184,0.0685989,0.0857486,1.81787
303,Provincia,La Paz,Inquisivi,,Rural,14155,9980,2510,54,1473,86,9,43,16598,10795,1598,12,0,3948,104,29,112,24752,13172,1480,8,69,9685,16,40,282,70.5051219,17.7322501,0.3814906,10.4062169,0.6075592,0.0635818,0.3037796,65.0379564,9.627666,0.0722979,0,23.7859983,0.6265815,0.1747198,0.6747801,53.2159017,5.9793148,0.0323206,0.2787654,39.1281513,0.0646412,0.1616031,1.1393019
304,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Inquisivi,4091,3720,124,11,221,1,0,14,4894,4239,78,5,0,528,3,7,34,7144,5182,104,3,18,1721,1,21,94,90.9313126,3.0310438,0.2688829,5.4021022,0.0244439,0,0.3422146,86.6162648,1.5937883,0.1021659,0,10.7887209,0.0612996,0.1430323,0.6947282,72.5363942,1.4557671,0.0419933,0.2519597,24.0901456,0.0139978,0.293953,1.3157895
305,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Rural,4091,3720,124,11,221,1,0,14,4894,4239,78,5,0,528,3,7,34,7144,5182,104,3,18,1721,1,21,94,90.9313126,3.0310438,0.2688829,5.4021022,0.0244439,0,0.3422146,86.6162648,1.5937883,0.1021659,0,10.7887209,0.0612996,0.1430323,0.6947282,72.5363942,1.4557671,0.0419933,0.2519597,24.0901456,0.0139978,0.293953,1.3157895
307,Municipio/TIOC,La Paz,Inquisivi,Quime,Quime,2305,1316,19,13,845,83,17,12,3387,1146,13,2,0,2083,100,12,31,4434,1262,18,0,12,3026,7,12,97,57.0932755,0.824295,0.5639913,36.659436,3.6008677,0.7375271,0.5206074,33.8352524,0.3838205,0.0590493,0,61.4998524,2.9524653,0.3542958,0.9152642,28.4618854,0.405954,0,0.270636,68.2453766,0.157871,0.270636,2.187641
308,Municipio/TIOC,La Paz,Inquisivi,Quime,Urbana,732,400,2,7,302,6,11,4,1158,187,2,0,0,947,6,4,12,1610,135,0,0,7,1425,1,3,39,54.6448087,0.273224,0.9562842,41.2568306,0.8196721,1.5027322,0.5464481,16.148532,0.1727116,0,0,81.7789292,0.5181347,0.3454231,1.0362694,8.3850932,0,0,0.4347826,88.5093168,0.0621118,0.1863354,2.4223602
309,Municipio/TIOC,La Paz,Inquisivi,Quime,Rural,1573,916,17,6,543,77,6,8,2229,959,11,2,0,1136,94,8,19,2824,1127,18,0,5,1601,6,9,58,58.2326764,1.0807374,0.3814367,34.5200254,4.8951049,0.3814367,0.5085823,43.0237775,0.4934948,0.0897263,0,50.9645581,4.2171377,0.3589053,0.8524002,39.907932,0.6373938,0,0.1770538,56.6926346,0.2124646,0.3186969,2.0538244
310,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Cajuata,1925,1651,2,4,256,0,1,11,3019,1532,0,0,0,1446,4,9,28,5809,1322,1,1,11,4394,7,5,68,85.7662338,0.1038961,0.2077922,13.2987013,0,0.0519481,0.5714286,50.7452799,0,0,0,47.8966545,0.1324942,0.298112,0.9274594,22.7577896,0.0172147,0.0172147,0.1893613,75.6412463,0.1205027,0.0860733,1.1705973
311,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Urbana,,,,,,,,,,,,,,,,,,706,30,0,0,2,658,1,0,15,,,,,,,,,,,,,,,,4.2492918,0,0,0.2832861,93.2011331,0.1416431,0,2.1246459
312,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Rural,1925,1651,2,4,256,0,1,11,3019,1532,0,0,0,1446,4,9,28,5103,1292,1,1,9,3736,6,5,53,85.7662338,0.1038961,0.2077922,13.2987013,0,0.0519481,0.5714286,50.7452799,0,0,0,47.8966545,0.1324942,0.298112,0.9274594,25.3184401,0.0195963,0.0195963,0.1763668,73.2118362,0.1175779,0.0979816,1.0386047
313,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Colquiri,4953,2531,1228,20,1109,20,4,41,5830,2781,798,6,0,2199,7,4,35,7870,3589,518,3,26,3669,3,0,62,51.1003432,24.7930547,0.4037957,22.3904704,0.4037957,0.0807591,0.8277811,47.7015437,13.6878216,0.102916,0,37.7186964,0.1200686,0.0686106,0.6003431,45.6035578,6.5819568,0.0381194,0.3303685,46.6200762,0.0381194,0,0.7878018
314,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Urbana,1049,40,8,3,938,20,3,37,1728,10,1,1,0,1697,4,1,14,2222,5,1,1,3,2186,1,0,25,3.8131554,0.7626311,0.2859867,89.4184938,1.9065777,0.2859867,3.5271687,0.5787037,0.0578704,0.0578704,0,98.2060185,0.2314815,0.0578704,0.8101852,0.2250225,0.0450045,0.0450045,0.1350135,98.379838,0.0450045,0,1.1251125
315,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Rural,3904,2491,1220,17,171,0,1,4,4102,2771,797,5,0,502,3,3,21,5648,3584,517,2,23,1483,2,0,37,63.8063525,31.25,0.4354508,4.380123,0,0.0256148,0.102459,67.5524135,19.4295466,0.1218918,0,12.2379327,0.0731351,0.0731351,0.5119454,63.4560907,9.1536827,0.0354108,0.4072238,26.2570822,0.0354108,0,0.6550992
316,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Ichoca,1924,577,1144,11,183,7,1,1,1695,707,712,0,0,266,0,2,8,3455,1459,845,2,9,1085,1,4,50,29.989605,59.4594595,0.5717256,9.5114345,0.3638254,0.0519751,0.0519751,41.7109145,42.0058997,0,0,15.6932153,0,0.1179941,0.4719764,42.2286541,24.4573082,0.0578871,0.260492,31.4037627,0.0289436,0.1157742,1.447178
317,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Urbana,,,,,,,,,,,,,,,,,,480,171,11,0,0,285,0,1,12,,,,,,,,,,,,,,,,35.625,2.2916667,0,0,59.375,0,0.2083333,2.5
318,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Rural,1924,577,1144,11,183,7,1,1,1695,707,712,0,0,266,0,2,8,2975,1288,834,2,9,800,1,3,38,29.989605,59.4594595,0.5717256,9.5114345,0.3638254,0.0519751,0.0519751,41.7109145,42.0058997,0,0,15.6932153,0,0.1179941,0.4719764,43.2941176,28.0336134,0.0672269,0.302521,26.8907563,0.0336134,0.1008403,1.2773109
319,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,738,625,3,5,99,1,0,5,1021,719,0,0,0,298,1,1,2,1871,810,7,0,7,1026,1,3,17,84.6883469,0.4065041,0.6775068,13.4146341,0.1355014,0,0.6775068,70.4211557,0,0,0,29.1870715,0.0979432,0.0979432,0.1958864,43.292357,0.3741315,0,0.3741315,54.8369856,0.0534474,0.1603421,0.908605
320,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Urbana,,,,,,,,,362,132,0,0,0,228,1,1,0,813,111,1,0,2,682,1,1,15,,,,,,,,36.4640884,0,0,0,62.9834254,0.2762431,0.2762431,0,13.6531365,0.1230012,0,0.2460025,83.8868389,0.1230012,0.1230012,1.8450185
321,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Rural,738,625,3,5,99,1,0,5,659,587,0,0,0,70,0,0,2,1058,699,6,0,5,344,0,2,2,84.6883469,0.4065041,0.6775068,13.4146341,0.1355014,0,0.6775068,89.0743551,0,0,0,10.6221548,0,0,0.3034901,66.0680529,0.5671078,0,0.4725898,32.5141777,0,0.1890359,0.1890359
322,Provincia,La Paz,Sur Yungas,,Sur Yungas,17566,13095,85,147,3904,133,13,189,37770,22214,63,3,0,14909,91,50,440,49680,17590,45,19,94,31052,62,29,789,74.5474212,0.4838893,0.8368439,22.2247524,0.7571445,0.0740066,1.0759422,58.8138734,0.166799,0.0079428,0,39.4731268,0.240932,0.1323802,1.1649457,35.4066023,0.0905797,0.0382448,0.189211,62.5040258,0.1247987,0.0583736,1.5881643
323,Provincia,La Paz,Sur Yungas,,Urbana,1461,423,5,25,939,7,8,54,3806,673,2,2,0,2975,7,3,144,6744,477,0,2,9,5950,13,4,289,28.9527721,0.3422313,1.7111567,64.2710472,0.4791239,0.5475702,3.6960986,17.6826064,0.0525486,0.0525486,0,78.1660536,0.1839201,0.0788229,3.7834997,7.0729537,0,0.029656,0.133452,88.2265718,0.1927639,0.059312,4.2852906
324,Provincia,La Paz,Sur Yungas,,Rural,16105,12672,80,122,2965,126,5,135,33964,21541,61,1,0,11934,84,47,296,42936,17113,45,17,85,25102,49,25,500,78.6836386,0.4967401,0.7575287,18.4104315,0.7823657,0.0310463,0.838249,63.4230362,0.1796019,0.0029443,0,35.1372041,0.2473207,0.1383818,0.871511,39.8569965,0.1048072,0.0395938,0.1979691,58.46376,0.1141233,0.0582262,1.1645239
325,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Chulumani,3734,2461,7,34,1176,10,5,41,6079,2572,2,0,0,3444,11,4,46,7214,1539,4,3,13,5540,16,3,96,65.9078736,0.1874665,0.9105517,31.494376,0.2678093,0.1339047,1.0980182,42.3095904,0.0329001,0,0,56.6540549,0.1809508,0.0658003,0.7567034,21.3335182,0.0554477,0.0415858,0.1802052,76.7951206,0.221791,0.0415858,1.3307458
326,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Urbana,752,136,5,21,550,7,5,28,760,30,0,0,0,708,3,1,18,1081,29,0,0,1,999,7,2,43,18.0851064,0.6648936,2.7925532,73.1382979,0.9308511,0.6648936,3.7234043,3.9473684,0,0,0,93.1578947,0.3947368,0.1315789,2.3684211,2.6827012,0,0,0.0925069,92.4144311,0.6475486,0.1850139,3.9777983
327,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Rural,2982,2325,2,13,626,3,0,13,5319,2542,2,0,0,2736,8,3,28,6133,1510,4,3,12,4541,9,1,53,77.9678068,0.0670691,0.435949,20.9926224,0.1006036,0,0.435949,47.7909381,0.0376011,0,0,51.4382403,0.1504042,0.0564016,0.5264147,24.6209033,0.0652209,0.0489157,0.1956628,74.0420675,0.1467471,0.0163052,0.8641774
328,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Irupana,3624,2634,64,61,760,75,4,26,6499,3709,34,0,0,2661,10,26,59,9458,3470,6,6,15,5805,14,8,134,72.6821192,1.7660044,1.683223,20.9713024,2.0695364,0.1103753,0.7174393,57.0703185,0.5231574,0,0,40.9447607,0.1538698,0.4000615,0.907832,36.6885177,0.0634384,0.0634384,0.1585959,61.3766124,0.1480228,0.0845845,1.41679
329,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Urbana,,,,,,,,,,,,,,,,,,1372,108,0,2,2,1227,4,0,29,,,,,,,,,,,,,,,,7.8717201,0,0.1457726,0.1457726,89.4314869,0.2915452,0,2.1137026
330,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Rural,3624,2634,64,61,760,75,4,26,6499,3709,34,0,0,2661,10,26,59,8086,3362,6,4,13,4578,10,8,105,72.6821192,1.7660044,1.683223,20.9713024,2.0695364,0.1103753,0.7174393,57.0703185,0.5231574,0,0,40.9447607,0.1538698,0.4000615,0.907832,41.5780361,0.0742023,0.0494682,0.1607717,56.616374,0.1236705,0.0989364,1.2985407
331,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Yanacachi,1188,721,5,10,398,47,1,6,2308,955,1,0,0,1259,43,4,46,2998,858,2,0,2,2067,7,6,56,60.6902357,0.4208754,0.8417508,33.5016835,3.956229,0.0841751,0.5050505,41.3778163,0.0433276,0,0,54.5493934,1.8630849,0.1733102,1.9930676,28.6190794,0.0667111,0,0.0667111,68.945964,0.233489,0.2001334,1.8679119
332,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Rural,1188,721,5,10,398,47,1,6,2308,955,1,0,0,1259,43,4,46,2998,858,2,0,2,2067,7,6,56,60.6902357,0.4208754,0.8417508,33.5016835,3.956229,0.0841751,0.5050505,41.3778163,0.0433276,0,0,54.5493934,1.8630849,0.1733102,1.9930676,28.6190794,0.0667111,0,0.0667111,68.945964,0.233489,0.2001334,1.8679119
334,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Palos Blancos,4248,3342,5,16,801,0,3,81,9246,5704,3,1,0,3366,8,2,162,11630,4415,9,2,22,6881,10,7,284,78.6723164,0.1177024,0.3766478,18.8559322,0,0.0706215,1.9067797,61.6915423,0.0324465,0.0108155,0,36.4049319,0.0865239,0.021631,1.752109,37.9621668,0.0773861,0.0171969,0.189166,59.1659501,0.0859845,0.0601892,2.4419604
335,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Urbana,709,287,0,4,389,0,3,26,2037,474,2,1,0,1477,3,1,79,2994,319,0,0,6,2518,1,1,149,40.4795487,0,0.5641749,54.8660085,0,0.4231312,3.6671368,23.269514,0.0981836,0.0490918,0,72.5085911,0.1472754,0.0490918,3.8782523,10.6546426,0,0,0.2004008,84.1015364,0.0334001,0.0334001,4.9766199
336,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Rural,3539,3055,5,12,412,0,0,55,7209,5230,1,0,0,1889,5,1,83,8636,4096,9,2,16,4363,9,6,135,86.3238203,0.1412828,0.3390788,11.6417067,0,0,1.5541113,72.5482036,0.0138715,0,0,26.2033569,0.0693577,0.0138715,1.1513386,47.4293654,0.1042149,0.0231589,0.185271,50.5210746,0.1042149,0.0694766,1.5632237
337,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,La Asunta,4772,3937,4,26,769,1,0,35,13638,9274,23,2,0,4179,19,14,127,18380,7308,24,8,42,10759,15,5,219,82.5020956,0.0838223,0.5448449,16.1148365,0.0209556,0,0.7334451,68.0011732,0.1686464,0.0146649,0,30.6423229,0.1393166,0.1026543,0.9312216,39.7606094,0.1305767,0.0435256,0.2285092,58.5364527,0.0816104,0.0272035,1.1915125
338,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Urbana,,,,,,,,,1009,169,0,1,0,790,1,1,47,1297,21,0,0,0,1206,1,1,68,,,,,,,,16.7492567,0,0.099108,0,78.2953419,0.099108,0.099108,4.6580773,1.619121,0,0,0,92.9838088,0.077101,0.077101,5.2428682
339,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Rural,4772,3937,4,26,769,1,0,35,12629,9105,23,1,0,3389,18,13,80,17083,7287,24,8,42,9553,14,4,151,82.5020956,0.0838223,0.5448449,16.1148365,0.0209556,0,0.7334451,72.0959696,0.1821205,0.0079183,0,26.8350622,0.1425291,0.1029377,0.6334627,42.6564421,0.1404905,0.0468302,0.2458585,55.9210911,0.0819528,0.0234151,0.8839197
340,Provincia,La Paz,Los Andes,,Los Andes,19728,2157,14322,480,2674,5,15,75,27292,4109,10330,4,0,12371,57,83,338,46763,4697,3954,11,339,36175,68,158,1361,10.9336983,72.5973236,2.43309,13.554339,0.0253447,0.0760341,0.3801703,15.055694,37.8499194,0.0146563,0,45.3283013,0.2088524,0.3041184,1.2384582,10.0442658,8.4554028,0.0235229,0.7249321,77.3581678,0.1454141,0.337874,2.9104206
341,Provincia,La Paz,Los Andes,,Urbana,,,,,,,,,700,4,4,0,0,678,1,0,13,12755,486,44,3,108,11418,18,58,620,,,,,,,,0.5714286,0.5714286,0,0,96.8571429,0.1428571,0,1.8571429,3.8102705,0.3449628,0.0235202,0.8467268,89.5178361,0.1411211,0.4547236,4.8608389
342,Provincia,La Paz,Los Andes,,Rural,19728,2157,14322,480,2674,5,15,75,26592,4105,10326,4,0,11693,56,83,325,34008,4211,3910,8,231,24757,50,100,741,10.9336983,72.5973236,2.43309,13.554339,0.0253447,0.0760341,0.3801703,15.4369735,38.8312274,0.0150421,0,43.9718712,0.2105897,0.3121239,1.2221721,12.3823806,11.4972948,0.0235239,0.6792519,72.797577,0.1470242,0.2940485,2.1788991
343,Municipio/TIOC,La Paz,Los Andes,Pucarani,Pucarani,7081,468,5572,170,824,2,7,38,11121,1381,4510,1,0,4982,31,45,171,21459,1644,1640,4,93,17305,32,77,664,6.609236,78.6894506,2.4007908,11.6367745,0.0282446,0.0988561,0.5366474,12.417948,40.553907,0.008992,0,44.7981297,0.2787519,0.4046399,1.5376315,7.6611212,7.642481,0.0186402,0.4333846,80.6421548,0.1491216,0.3588238,3.0942728
344,Municipio/TIOC,La Paz,Los Andes,Pucarani,Urbana,,,,,,,,,,,,,,,,,,7346,368,42,2,79,6428,9,47,371,,,,,,,,,,,,,,,,5.009529,0.5717397,0.0272257,1.0754152,87.5034032,0.1225157,0.639804,5.0503675
