N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | Total,"NÚMERO DE VIVIENDAS | Hotel, hostal, residencial, alojamiento",NÚMERO DE VIVIENDAS | Hospital o clínica con internación,NÚMERO DE VIVIENDAS | Cuartel o establecimiento militar o policial,NÚMERO DE VIVIENDAS | Residencia u otro de adultos mayores,NÚMERO DE VIVIENDAS | Albergue de niñas(os) y adolescentes,NÚMERO DE VIVIENDAS | Recinto penitenciario o de reintegración,NÚMERO DE VIVIENDAS | Campamento de trabajo,"NÚMERO DE VIVIENDAS | Otra 
(Instituto de rehabilitación, convento)","DISTRIBUCIÓN PORCENTUAL | Hotel, hostal, residencial, alojamiento",DISTRIBUCIÓN PORCENTUAL | Hospital o clínica con internación,DISTRIBUCIÓN PORCENTUAL | Cuartel o establecimiento militar o policial,DISTRIBUCIÓN PORCENTUAL | Residencia u otro de adultos mayores,DISTRIBUCIÓN PORCENTUAL | Albergue de niñas(os) y adolescentes,DISTRIBUCIÓN PORCENTUAL | Recinto penitenciario o de reintegración,DISTRIBUCIÓN PORCENTUAL | Campamento de trabajo,"DISTRIBUCIÓN PORCENTUAL | Otra 
(Instituto de rehabilitación, convento)"
1,País,,,,Bolivia,16428,5842,1243,1017,217,416,52,4664,2977,35.5612369,7.5663501,6.1906501,1.3209155,2.532262,0.3165327,28.3905527,18.1214999
2,País,,,,Urbana,10390,5081,828,733,184,267,48,1313,1936,48.9027911,7.9692012,7.0548604,1.7709336,2.5697786,0.4619827,12.6371511,18.6333013
3,País,,,,Rural,6038,761,415,284,33,149,4,3351,1041,12.6035111,6.8731368,4.7035442,0.5465386,2.4677045,0.0662471,55.4985094,17.2408082
4,Departamento,Chuquisaca,,,Chuquisaca,817,287,98,39,18,62,5,130,178,35.128519,11.995104,4.7735618,2.2031824,7.5887393,0.6119951,15.9118727,21.7870257
5,Departamento,Chuquisaca,,,Urbana,474,228,54,31,12,28,5,37,79,48.1012658,11.3924051,6.5400844,2.5316456,5.907173,1.0548523,7.8059072,16.6666667
6,Departamento,Chuquisaca,,,Rural,343,59,44,8,6,34,0,93,99,17.2011662,12.8279883,2.3323615,1.7492711,9.9125364,0,27.1137026,28.8629738
7,Provincia,Chuquisaca,Oropeza,,Oropeza,357,155,43,17,8,24,1,26,83,43.4173669,12.0448179,4.7619048,2.2408964,6.7226891,0.280112,7.2829132,23.2492997
8,Provincia,Chuquisaca,Oropeza,,Urbana,292,141,35,16,8,16,1,19,56,48.2876712,11.9863014,5.4794521,2.739726,5.4794521,0.3424658,6.5068493,19.1780822
9,Provincia,Chuquisaca,Oropeza,,Rural,65,14,8,1,0,8,0,7,27,21.5384615,12.3076923,1.5384615,0,12.3076923,0,10.7692308,41.5384615
10,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Sucre,325,151,38,16,8,17,1,23,71,46.4615385,11.6923077,4.9230769,2.4615385,5.2307692,0.3076923,7.0769231,21.8461538
11,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Urbana,292,141,35,16,8,16,1,19,56,48.2876712,11.9863014,5.4794521,2.739726,5.4794521,0.3424658,6.5068493,19.1780822
12,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Rural,33,10,3,0,0,1,0,4,15,30.3030303,9.0909091,0,0,3.030303,0,12.1212121,45.4545455
13,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Yotala,18,1,1,1,0,7,0,2,6,5.5555556,5.5555556,5.5555556,0,38.8888889,0,11.1111111,33.3333333
14,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Urbana,,,,,,,,,,,,,,,,,
15,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Rural,18,1,1,1,0,7,0,2,6,5.5555556,5.5555556,5.5555556,0,38.8888889,0,11.1111111,33.3333333
16,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Poroma,14,3,4,0,0,0,0,1,6,21.4285714,28.5714286,0,0,0,0,7.1428571,42.8571429
17,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Urbana,,,,,,,,,,,,,,,,,
18,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Rural,14,3,4,0,0,0,0,1,6,21.4285714,28.5714286,0,0,0,0,7.1428571,42.8571429
19,Provincia,Chuquisaca,Azurduy,,Azurduy,30,9,5,1,0,6,0,3,6,30,16.6666667,3.3333333,0,20,0,10,20
20,Provincia,Chuquisaca,Azurduy,,Urbana,,,,,,,,,,,,,,,,,
21,Provincia,Chuquisaca,Azurduy,,Rural,30,9,5,1,0,6,0,3,6,30,16.6666667,3.3333333,0,20,0,10,20
22,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Azurduy,15,8,2,1,0,0,0,2,2,53.3333333,13.3333333,6.6666667,0,0,0,13.3333333,13.3333333
23,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Urbana,,,,,,,,,,,,,,,,,
24,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Rural,15,8,2,1,0,0,0,2,2,53.3333333,13.3333333,6.6666667,0,0,0,13.3333333,13.3333333
25,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Tarvita,15,1,3,0,0,6,0,1,4,6.6666667,20,0,0,40,0,6.6666667,26.6666667
26,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Urbana,,,,,,,,,,,,,,,,,
27,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Rural,15,1,3,0,0,6,0,1,4,6.6666667,20,0,0,40,0,6.6666667,26.6666667
28,Provincia,Chuquisaca,Zudáñez,,Zudáñez,32,6,10,3,0,2,0,4,7,18.75,31.25,9.375,0,6.25,0,12.5,21.875
29,Provincia,Chuquisaca,Zudáñez,,Urbana,14,4,3,3,0,2,0,1,1,28.5714286,21.4285714,21.4285714,0,14.2857143,0,7.1428571,7.1428571
30,Provincia,Chuquisaca,Zudáñez,,Rural,18,2,7,0,0,0,0,3,6,11.1111111,38.8888889,0,0,0,0,16.6666667,33.3333333
31,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Zudáñez,8,1,1,1,0,2,0,1,2,12.5,12.5,12.5,0,25,0,12.5,25
32,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Urbana,7,1,1,1,0,2,0,1,1,14.2857143,14.2857143,14.2857143,0,28.5714286,0,14.2857143,14.2857143
33,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Rural,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100
34,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Presto,10,4,3,1,0,0,0,1,1,40,30,10,0,0,0,10,10
35,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Urbana,4,2,1,1,0,0,0,0,0,50,25,25,0,0,0,0,0
36,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Rural,6,2,2,0,0,0,0,1,1,33.3333333,33.3333333,0,0,0,0,16.6666667,16.6666667
37,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Mojocoya,5,1,1,1,0,0,0,1,1,20,20,20,0,0,0,20,20
38,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Urbana,3,1,1,1,0,0,0,0,0,33.3333333,33.3333333,33.3333333,0,0,0,0,0
39,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Rural,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50,50
40,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Icla,9,0,5,0,0,0,0,1,3,0,55.5555556,0,0,0,0,11.1111111,33.3333333
41,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Urbana,,,,,,,,,,,,,,,,,
42,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Rural,9,0,5,0,0,0,0,1,3,0,55.5555556,0,0,0,0,11.1111111,33.3333333
43,Provincia,Chuquisaca,Tomina,,Tomina,43,10,9,3,3,3,1,5,9,23.255814,20.9302326,6.9767442,6.9767442,6.9767442,2.3255814,11.627907,20.9302326
44,Provincia,Chuquisaca,Tomina,,Urbana,17,7,2,3,1,1,1,0,2,41.1764706,11.7647059,17.6470588,5.8823529,5.8823529,5.8823529,0,11.7647059
45,Provincia,Chuquisaca,Tomina,,Rural,26,3,7,0,2,2,0,5,7,11.5384615,26.9230769,0,7.6923077,7.6923077,0,19.2307692,26.9230769
46,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Padilla,15,5,2,2,1,0,1,1,3,33.3333333,13.3333333,13.3333333,6.6666667,0,6.6666667,6.6666667,20
47,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Urbana,11,5,1,2,1,0,1,0,1,45.4545455,9.0909091,18.1818182,9.0909091,0,9.0909091,0,9.0909091
48,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Rural,4,0,1,0,0,0,0,1,2,0,25,0,0,0,0,25,50
49,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Tomina,10,2,2,1,0,1,0,2,2,20,20,10,0,10,0,20,20
50,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Urbana,6,2,1,1,0,1,0,0,1,33.3333333,16.6666667,16.6666667,0,16.6666667,0,0,16.6666667
51,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Rural,4,0,1,0,0,0,0,2,1,0,25,0,0,0,0,50,25
52,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Sopachuy,8,2,2,0,2,1,0,0,1,25,25,0,25,12.5,0,0,12.5
53,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Urbana,,,,,,,,,,,,,,,,,
54,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Rural,8,2,2,0,2,1,0,0,1,25,25,0,25,12.5,0,0,12.5
55,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Alcalá,4,0,2,0,0,1,0,0,1,0,50,0,0,25,0,0,25
56,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Urbana,,,,,,,,,,,,,,,,,
57,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Rural,4,0,2,0,0,1,0,0,1,0,50,0,0,25,0,0,25
58,Municipio/TIOC,Chuquisaca,Tomina,El Villar,El Villar,6,1,1,0,0,0,0,2,2,16.6666667,16.6666667,0,0,0,0,33.3333333,33.3333333
59,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Urbana,,,,,,,,,,,,,,,,,
60,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Rural,6,1,1,0,0,0,0,2,2,16.6666667,16.6666667,0,0,0,0,33.3333333,33.3333333
61,Provincia,Chuquisaca,Hernando Siles,,Hernando Siles,58,28,6,2,0,6,1,7,8,48.2758621,10.3448276,3.4482759,0,10.3448276,1.7241379,12.0689655,13.7931034
62,Provincia,Chuquisaca,Hernando Siles,,Urbana,35,19,2,2,0,3,1,5,3,54.2857143,5.7142857,5.7142857,0,8.5714286,2.8571429,14.2857143,8.5714286
63,Provincia,Chuquisaca,Hernando Siles,,Rural,23,9,4,0,0,3,0,2,5,39.1304348,17.3913043,0,0,13.0434783,0,8.6956522,21.7391304
64,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,42,20,3,2,0,5,1,7,4,47.6190476,7.1428571,4.7619048,0,11.9047619,2.3809524,16.6666667,9.5238095
65,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Urbana,35,19,2,2,0,3,1,5,3,54.2857143,5.7142857,5.7142857,0,8.5714286,2.8571429,14.2857143,8.5714286
66,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Rural,7,1,1,0,0,2,0,2,1,14.2857143,14.2857143,0,0,28.5714286,0,28.5714286,14.2857143
67,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Huacareta,16,8,3,0,0,1,0,0,4,50,18.75,0,0,6.25,0,0,25
68,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Urbana,,,,,,,,,,,,,,,,,
69,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Rural,16,8,3,0,0,1,0,0,4,50,18.75,0,0,6.25,0,0,25
70,Provincia,Chuquisaca,Yamparáez,,Yamparáez,41,5,4,2,1,0,1,10,18,12.195122,9.7560976,4.8780488,2.4390244,0,2.4390244,24.3902439,43.902439
71,Provincia,Chuquisaca,Yamparáez,,Urbana,8,4,2,1,0,0,1,0,0,50,25,12.5,0,0,12.5,0,0
72,Provincia,Chuquisaca,Yamparáez,,Rural,33,1,2,1,1,0,0,10,18,3.030303,6.0606061,3.030303,3.030303,0,0,30.3030303,54.5454545
73,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Tarabuco,25,4,2,1,1,0,1,2,14,16,8,4,4,0,4,8,56
74,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Urbana,8,4,2,1,0,0,1,0,0,50,25,12.5,0,0,12.5,0,0
75,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Rural,17,0,0,0,1,0,0,2,14,0,0,0,5.8823529,0,0,11.7647059,82.3529412
76,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Yamparáez,16,1,2,1,0,0,0,8,4,6.25,12.5,6.25,0,0,0,50,25
77,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Urbana,,,,,,,,,,,,,,,,,
78,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Rural,16,1,2,1,0,0,0,8,4,6.25,12.5,6.25,0,0,0,50,25
79,Provincia,Chuquisaca,Nor Cinti,,Nor Cinti,124,32,12,3,4,4,1,46,22,25.8064516,9.6774194,2.4193548,3.2258065,3.2258065,0.8064516,37.0967742,17.7419355
80,Provincia,Chuquisaca,Nor Cinti,,Urbana,55,27,5,3,2,1,1,5,11,49.0909091,9.0909091,5.4545455,3.6363636,1.8181818,1.8181818,9.0909091,20
81,Provincia,Chuquisaca,Nor Cinti,,Rural,69,5,7,0,2,3,0,41,11,7.2463768,10.1449275,0,2.8985507,4.3478261,0,59.4202899,15.942029
82,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Camargo,47,11,2,1,2,1,1,25,4,23.4042553,4.2553191,2.1276596,4.2553191,2.1276596,2.1276596,53.1914894,8.5106383
83,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Urbana,21,10,1,1,2,1,1,1,4,47.6190476,4.7619048,4.7619048,9.5238095,4.7619048,4.7619048,4.7619048,19.047619
84,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Rural,26,1,1,0,0,0,0,24,0,3.8461538,3.8461538,0,0,0,0,92.3076923,0
85,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,San Lucas,24,8,5,0,0,1,0,5,5,33.3333333,20.8333333,0,0,4.1666667,0,20.8333333,20.8333333
86,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Urbana,8,4,1,0,0,0,0,2,1,50,12.5,0,0,0,0,25,12.5
87,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Rural,16,4,4,0,0,1,0,3,4,25,25,0,0,6.25,0,18.75,25
88,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,41,8,3,1,2,2,0,15,10,19.5121951,7.3170732,2.4390244,4.8780488,4.8780488,0,36.5853659,24.3902439
89,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Urbana,19,8,2,1,0,0,0,2,6,42.1052632,10.5263158,5.2631579,0,0,0,10.5263158,31.5789474
90,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Rural,22,0,1,0,2,2,0,13,4,0,4.5454545,0,9.0909091,9.0909091,0,59.0909091,18.1818182
91,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,12,5,2,1,0,0,0,1,3,41.6666667,16.6666667,8.3333333,0,0,0,8.3333333,25
92,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Urbana,7,5,1,1,0,0,0,0,0,71.4285714,14.2857143,14.2857143,0,0,0,0,0
93,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Rural,5,0,1,0,0,0,0,1,3,0,20,0,0,0,0,20,60
94,Provincia,Chuquisaca,Belisario Boeto,,Belisario Boeto,13,6,3,1,1,0,0,0,2,46.1538462,23.0769231,7.6923077,7.6923077,0,0,0,15.3846154
95,Provincia,Chuquisaca,Belisario Boeto,,Urbana,11,6,2,1,1,0,0,0,1,54.5454545,18.1818182,9.0909091,9.0909091,0,0,0,9.0909091
96,Provincia,Chuquisaca,Belisario Boeto,,Rural,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
97,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,13,6,3,1,1,0,0,0,2,46.1538462,23.0769231,7.6923077,7.6923077,0,0,0,15.3846154
98,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Urbana,11,6,2,1,1,0,0,0,1,54.5454545,18.1818182,9.0909091,9.0909091,0,0,0,9.0909091
99,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Rural,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
100,Provincia,Chuquisaca,Sud Cinti,,Sud Cinti,27,10,3,1,0,2,0,8,3,37.037037,11.1111111,3.7037037,0,7.4074074,0,29.6296296,11.1111111
101,Provincia,Chuquisaca,Sud Cinti,,Urbana,14,7,2,1,0,2,0,1,1,50,14.2857143,7.1428571,0,14.2857143,0,7.1428571,7.1428571
102,Provincia,Chuquisaca,Sud Cinti,,Rural,13,3,1,0,0,0,0,7,2,23.0769231,7.6923077,0,0,0,0,53.8461538,15.3846154
103,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Villa Abecia,8,6,1,0,0,1,0,0,0,75,12.5,0,0,12.5,0,0,0
104,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Urbana,7,5,1,0,0,1,0,0,0,71.4285714,14.2857143,0,0,14.2857143,0,0,0
105,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Rural,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
106,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Culpina,10,3,1,1,0,1,0,1,3,30,10,10,0,10,0,10,30
107,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Urbana,7,2,1,1,0,1,0,1,1,28.5714286,14.2857143,14.2857143,0,14.2857143,0,14.2857143,14.2857143
108,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Rural,3,1,0,0,0,0,0,0,2,33.3333333,0,0,0,0,0,0,66.6666667
109,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Las Carreras,9,1,1,0,0,0,0,7,0,11.1111111,11.1111111,0,0,0,0,77.7777778,0
110,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Urbana,,,,,,,,,,,,,,,,,
111,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Rural,9,1,1,0,0,0,0,7,0,11.1111111,11.1111111,0,0,0,0,77.7777778,0
112,Provincia,Chuquisaca,Luis Calvo,,Luis Calvo,92,26,3,6,1,15,0,21,20,28.2608696,3.2608696,6.5217391,1.0869565,16.3043478,0,22.826087,21.7391304
113,Provincia,Chuquisaca,Luis Calvo,,Urbana,28,13,1,1,0,3,0,6,4,46.4285714,3.5714286,3.5714286,0,10.7142857,0,21.4285714,14.2857143
114,Provincia,Chuquisaca,Luis Calvo,,Rural,64,13,2,5,1,12,0,15,16,20.3125,3.125,7.8125,1.5625,18.75,0,23.4375,25
115,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,57,16,2,1,1,14,0,13,10,28.0701754,3.5087719,1.754386,1.754386,24.5614035,0,22.8070175,17.5438596
116,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Urbana,28,13,1,1,0,3,0,6,4,46.4285714,3.5714286,3.5714286,0,10.7142857,0,21.4285714,14.2857143
117,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Rural,29,3,1,0,1,11,0,7,6,10.3448276,3.4482759,0,3.4482759,37.9310345,0,24.137931,20.6896552
118,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Huacaya (Autonomía Guaraní Chaqueño de Huacaya),3,1,0,0,0,0,0,0,2,33.3333333,0,0,0,0,0,0,66.6666667
119,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Urbana,,,,,,,,,,,,,,,,,
120,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Rural,3,1,0,0,0,0,0,0,2,33.3333333,0,0,0,0,0,0,66.6666667
121,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Macharetí,32,9,1,5,0,1,0,8,8,28.125,3.125,15.625,0,3.125,0,25,25
122,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Urbana,,,,,,,,,,,,,,,,,
123,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Rural,32,9,1,5,0,1,0,8,8,28.125,3.125,15.625,0,3.125,0,25,25
124,Departamento,La Paz,,,La Paz,3983,1193,304,241,51,63,8,1195,928,29.9522973,7.6324379,6.0507155,1.2804419,1.5817223,0.2008536,30.0025107,23.2990208
125,Departamento,La Paz,,,Urbana,2166,960,186,167,46,31,7,232,537,44.3213296,8.5872576,7.7100646,2.1237304,1.4312096,0.3231764,10.710988,24.7922438
126,Departamento,La Paz,,,Rural,1817,233,118,74,5,32,1,963,391,12.8233352,6.4942212,4.0726472,0.2751789,1.7611447,0.0550358,52.9994496,21.5189873
127,Provincia,La Paz,Murillo,,Murillo,1481,646,157,88,40,31,5,138,376,43.6191762,10.6009453,5.9419311,2.7008778,2.0931803,0.3376097,9.3180284,25.3882512
128,Provincia,La Paz,Murillo,,Urbana,1418,635,152,87,39,31,5,110,359,44.7813822,10.719323,6.135402,2.7503526,2.1861777,0.3526093,7.7574048,25.3173484
129,Provincia,La Paz,Murillo,,Rural,63,11,5,1,1,0,0,28,17,17.4603175,7.9365079,1.5873016,1.5873016,0,0,44.4444444,26.984127
130,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,774,329,97,69,32,19,4,57,167,42.5064599,12.5322997,8.9147287,4.1343669,2.4547804,0.5167959,7.3643411,21.5762274
131,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Urbana,747,325,97,68,32,19,4,37,165,43.5073628,12.9852744,9.103079,4.2838019,2.5435074,0.5354752,4.9531459,22.0883534
132,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Rural,27,4,0,1,0,0,0,20,2,14.8148148,0,3.7037037,0,0,0,74.0740741,7.4074074
133,Municipio/TIOC,La Paz,Murillo,Palca,Palca,15,3,4,0,0,0,0,5,3,20,26.6666667,0,0,0,0,33.3333333,20
134,Municipio/TIOC,La Paz,Murillo,Palca,Urbana,,,,,,,,,,,,,,,,,
135,Municipio/TIOC,La Paz,Murillo,Palca,Rural,15,3,4,0,0,0,0,5,3,20,26.6666667,0,0,0,0,33.3333333,20
136,Municipio/TIOC,La Paz,Murillo,Mecapaca,Mecapaca,14,3,0,0,1,0,0,1,9,21.4285714,0,0,7.1428571,0,0,7.1428571,64.2857143
137,Municipio/TIOC,La Paz,Murillo,Mecapaca,Urbana,,,,,,,,,,,,,,,,,
138,Municipio/TIOC,La Paz,Murillo,Mecapaca,Rural,14,3,0,0,1,0,0,1,9,21.4285714,0,0,7.1428571,0,0,7.1428571,64.2857143
139,Municipio/TIOC,La Paz,Murillo,Achocalla,Achocalla,36,3,2,1,0,0,0,11,19,8.3333333,5.5555556,2.7777778,0,0,0,30.5555556,52.7777778
140,Municipio/TIOC,La Paz,Murillo,Achocalla,Urbana,29,2,1,1,0,0,0,9,16,6.8965517,3.4482759,3.4482759,0,0,0,31.0344828,55.1724138
141,Municipio/TIOC,La Paz,Murillo,Achocalla,Rural,7,1,1,0,0,0,0,2,3,14.2857143,14.2857143,0,0,0,0,28.5714286,42.8571429
142,Municipio/TIOC,La Paz,Murillo,El Alto,El Alto,642,308,54,18,7,12,1,64,178,47.9750779,8.411215,2.8037383,1.0903427,1.8691589,0.1557632,9.9688474,27.7258567
143,Municipio/TIOC,La Paz,Murillo,El Alto,Urbana,642,308,54,18,7,12,1,64,178,47.9750779,8.411215,2.8037383,1.0903427,1.8691589,0.1557632,9.9688474,27.7258567
144,Municipio/TIOC,La Paz,Murillo,El Alto,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Provincia,La Paz,Omasuyos,,Omasuyos,152,24,11,14,1,2,0,19,81,15.7894737,7.2368421,9.2105263,0.6578947,1.3157895,0,12.5,53.2894737
146,Provincia,La Paz,Omasuyos,,Urbana,52,10,1,7,0,0,0,1,33,19.2307692,1.9230769,13.4615385,0,0,0,1.9230769,63.4615385
147,Provincia,La Paz,Omasuyos,,Rural,100,14,10,7,1,2,0,18,48,14,10,7,1,2,0,18,48
148,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Achacachi,80,11,4,7,1,2,0,6,49,13.75,5,8.75,1.25,2.5,0,7.5,61.25
149,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Urbana,52,10,1,7,0,0,0,1,33,19.2307692,1.9230769,13.4615385,0,0,0,1.9230769,63.4615385
150,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Rural,28,1,3,0,1,2,0,5,16,3.5714286,10.7142857,0,3.5714286,7.1428571,0,17.8571429,57.1428571
151,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Villa Ancoraimes,11,0,1,2,0,0,0,2,6,0,9.0909091,18.1818182,0,0,0,18.1818182,54.5454545
152,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Urbana,,,,,,,,,,,,,,,,,
153,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Rural,11,0,1,2,0,0,0,2,6,0,9.0909091,18.1818182,0,0,0,18.1818182,54.5454545
154,Municipio/TIOC,La Paz,Omasuyos,Huarina,Huarina,24,3,2,1,0,0,0,1,17,12.5,8.3333333,4.1666667,0,0,0,4.1666667,70.8333333
155,Municipio/TIOC,La Paz,Omasuyos,Huarina,Urbana,,,,,,,,,,,,,,,,,
156,Municipio/TIOC,La Paz,Omasuyos,Huarina,Rural,24,3,2,1,0,0,0,1,17,12.5,8.3333333,4.1666667,0,0,0,4.1666667,70.8333333
157,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Santiago de Huata,14,6,3,0,0,0,0,1,4,42.8571429,21.4285714,0,0,0,0,7.1428571,28.5714286
158,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Urbana,,,,,,,,,,,,,,,,,
159,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Rural,14,6,3,0,0,0,0,1,4,42.8571429,21.4285714,0,0,0,0,7.1428571,28.5714286
160,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Huatajata,8,3,1,0,0,0,0,2,2,37.5,12.5,0,0,0,0,25,25
161,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Urbana,,,,,,,,,,,,,,,,,
162,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Rural,8,3,1,0,0,0,0,2,2,37.5,12.5,0,0,0,0,25,25
163,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Chua Cocani,15,1,0,4,0,0,0,7,3,6.6666667,0,26.6666667,0,0,0,46.6666667,20
