N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE PERSONAS(1) | 2001 | Total,NÚMERO DE PERSONAS(1) | 2001 | Tiene,NÚMERO DE PERSONAS(1) | 2001 | No tiene,NÚMERO DE PERSONAS(1) | 2012 | Total,NÚMERO DE PERSONAS(1) | 2012 | Tiene,NÚMERO DE PERSONAS(1) | 2012 | No tiene,NÚMERO DE PERSONAS(1) | 2024 | Total,NÚMERO DE PERSONAS(1) | 2024 | Tiene,NÚMERO DE PERSONAS(1) | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1250,Provincia,Beni,Cercado,,Urbana,72463,61919,10544,98404,93798,4606,118443,116867,1576,85.4491258,14.5508742,95.319296,4.680704,98.6694022,1.3305978
1251,Provincia,Beni,Cercado,,Rural,6878,1732,5146,9862,6637,3225,13104,10276,2828,25.1817389,74.8182611,67.2987224,32.7012776,78.4188034,21.5811966
1252,Municipio/TIOC,Beni,Cercado,Trinidad,Trinidad,76691,63391,13300,103028,97171,5857,123795,121638,2157,82.6576782,17.3423218,94.3151376,5.6848624,98.2576033,1.7423967
1253,Municipio/TIOC,Beni,Cercado,Trinidad,Urbana,72463,61919,10544,98404,93798,4606,118443,116867,1576,85.4491258,14.5508742,95.319296,4.680704,98.6694022,1.3305978
1254,Municipio/TIOC,Beni,Cercado,Trinidad,Rural,4228,1472,2756,4624,3373,1251,5352,4771,581,34.8155156,65.1844844,72.9455017,27.0544983,89.1442451,10.8557549
1255,Municipio/TIOC,Beni,Cercado,San Javier,San Javier,2650,260,2390,5238,3264,1974,7752,5505,2247,9.8113208,90.1886792,62.3138603,37.6861397,71.0139319,28.9860681
1256,Municipio/TIOC,Beni,Cercado,San Javier,Urbana,,,,,,,,,,,,,,,
1257,Municipio/TIOC,Beni,Cercado,San Javier,Rural,2650,260,2390,5238,3264,1974,7752,5505,2247,9.8113208,90.1886792,62.3138603,37.6861397,71.0139319,28.9860681
1258,Provincia,Beni,Vaca Diez,,Vaca Diez,113154,60936,52218,127089,113209,13880,147946,136470,11476,53.8522721,46.1477279,89.0785198,10.9214802,92.2431157,7.7568843
1259,Provincia,Beni,Vaca Diez,,Urbana,94711,58945,35766,111340,106527,4813,130197,125320,4877,62.236699,37.763301,95.677205,4.322795,96.254138,3.745862
1260,Provincia,Beni,Vaca Diez,,Rural,18443,1991,16452,15749,6682,9067,17749,11150,6599,10.7954237,89.2045763,42.4280907,57.5719093,62.8204406,37.1795594
1261,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Riberalta,73981,34543,39438,86903,76648,10255,107816,98713,9103,46.6917181,53.3082819,88.1994868,11.8005132,91.5569118,8.4430882
1262,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Urbana,62606,33848,28758,76804,72871,3933,96217,91917,4300,54.0651056,45.9348944,94.879173,5.120827,95.5309353,4.4690647
1263,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Rural,11375,695,10680,10099,3777,6322,11599,6796,4803,6.1098901,93.8901099,37.3997425,62.6002575,58.5912579,41.4087421
1264,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Guayaramerín,39173,26393,12780,40186,36561,3625,40130,37757,2373,67.3754882,32.6245118,90.9794456,9.0205544,94.0867182,5.9132818
1265,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Urbana,32105,25097,7008,34536,33656,880,33980,33403,577,78.1716244,21.8283756,97.4519342,2.5480658,98.3019423,1.6980577
1266,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Rural,7068,1296,5772,5650,2905,2745,6150,4354,1796,18.336163,81.663837,51.4159292,48.5840708,70.796748,29.203252
1267,Provincia,Beni,General José Ballivián,,General José Ballivián,66151,30226,35925,80444,56211,24233,88071,66875,21196,45.692431,54.307569,69.8759385,30.1240615,75.933054,24.066946
1268,Provincia,Beni,General José Ballivián,,Urbana,36943,28684,8259,46030,43606,2424,47763,46090,1673,77.643938,22.356062,94.7338692,5.2661308,96.4972887,3.5027113
1269,Provincia,Beni,General José Ballivián,,Rural,29208,1542,27666,34414,12605,21809,40308,20785,19523,5.2793755,94.7206245,36.6275353,63.3724647,51.5654461,48.4345539
1270,Municipio/TIOC,Beni,General José Ballivián,Reyes,Reyes,11016,5404,5612,12912,9086,3826,11284,9293,1991,49.0559187,50.9440813,70.3686493,29.6313507,82.3555477,17.6444523
1271,Municipio/TIOC,Beni,General José Ballivián,Reyes,Urbana,6147,5119,1028,6987,6613,374,6584,6426,158,83.276395,16.723605,94.6472019,5.3527981,97.600243,2.399757
1272,Municipio/TIOC,Beni,General José Ballivián,Reyes,Rural,4869,285,4584,5925,2473,3452,4700,2867,1833,5.853358,94.146642,41.7383966,58.2616034,61,39
1273,Municipio/TIOC,Beni,General José Ballivián,San Borja,San Borja,33107,14694,18413,39928,25344,14584,45378,31002,14376,44.383363,55.616637,63.4742537,36.5257463,68.31945,31.68055
1274,Municipio/TIOC,Beni,General José Ballivián,San Borja,Urbana,18851,14155,4696,21659,20093,1566,22101,21136,965,75.0888547,24.9111453,92.7697493,7.2302507,95.6336817,4.3663183
1275,Municipio/TIOC,Beni,General José Ballivián,San Borja,Rural,14256,539,13717,18269,5251,13018,23277,9866,13411,3.7808642,96.2191358,28.7426789,71.2573211,42.3851871,57.6148129
1276,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Santa Rosa,8915,3571,5344,9297,7785,1512,10953,9370,1583,40.0560852,59.9439148,83.7366893,16.2633107,85.5473386,14.4526614
1277,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Urbana,3943,3071,872,4610,4506,104,5445,5364,81,77.8848592,22.1151408,97.7440347,2.2559653,98.5123967,1.4876033
1278,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Rural,4972,500,4472,4687,3279,1408,5508,4006,1502,10.0563154,89.9436846,69.9594623,30.0405377,72.7305737,27.2694263
1279,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Puerto Menor de Rurrenabaque,13113,6557,6556,18307,13996,4311,20456,17210,3246,50.003813,49.996187,76.4516305,23.5483695,84.1317951,15.8682049
1280,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Urbana,8002,6339,1663,12774,12394,380,13633,13164,469,79.2176956,20.7823044,97.0252075,2.9747925,96.5598181,3.4401819
1281,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Rural,5111,218,4893,5533,1602,3931,6823,4046,2777,4.2653101,95.7346899,28.9535514,71.0464486,59.2994284,40.7005716
1282,Provincia,Beni,Yacuma,,Yacuma,27802,11972,15830,22571,18752,3819,25707,22137,3570,43.0616502,56.9383498,83.0800585,16.9199415,86.1127319,13.8872681
1283,Provincia,Beni,Yacuma,,Urbana,12700,8988,3712,11849,11345,504,14839,14631,208,70.7716535,29.2283465,95.7464765,4.2535235,98.5982883,1.4017117
1284,Provincia,Beni,Yacuma,,Rural,15102,2984,12118,10722,7407,3315,10868,7506,3362,19.7589723,80.2410277,69.0822608,30.9177392,69.0651454,30.9348546
1285,Municipio/TIOC,Beni,Yacuma,Santa Ana,Santa Ana,21298,10746,10552,16575,14345,2230,17897,15618,2279,50.4554418,49.5445582,86.546003,13.453997,87.2660222,12.7339778
1286,Municipio/TIOC,Beni,Yacuma,Santa Ana,Urbana,12700,8988,3712,11849,11345,504,12853,12701,152,70.7716535,29.2283465,95.7464765,4.2535235,98.8173967,1.1826033
1287,Municipio/TIOC,Beni,Yacuma,Santa Ana,Rural,8598,1758,6840,4726,3000,1726,5044,2917,2127,20.4466155,79.5533845,63.4786289,36.5213711,57.8310864,42.1689136
1288,Municipio/TIOC,Beni,Yacuma,Exaltación,Exaltación,6504,1226,5278,5996,4407,1589,7810,6519,1291,18.8499385,81.1500615,73.4989993,26.5010007,83.4699104,16.5300896
1289,Municipio/TIOC,Beni,Yacuma,Exaltación,Urbana,,,,,,,1986,1930,56,,,,,97.1802618,2.8197382
1290,Municipio/TIOC,Beni,Yacuma,Exaltación,Rural,6504,1226,5278,5996,4407,1589,5824,4589,1235,18.8499385,81.1500615,73.4989993,26.5010007,78.7946429,21.2053571
1291,Provincia,Beni,Moxos,,Moxos,18477,6927,11550,18717,13589,5128,21072,17798,3274,37.4898522,62.5101478,72.602447,27.397553,84.4627942,15.5372058
1292,Provincia,Beni,Moxos,,Urbana,8529,5808,2721,9902,8750,1152,10104,9916,188,68.0970805,31.9029195,88.3659867,11.6340133,98.1393508,1.8606492
1293,Provincia,Beni,Moxos,,Rural,9948,1119,8829,8815,4839,3976,10968,7882,3086,11.2484922,88.7515078,54.8950652,45.1049348,71.8636032,28.1363968
1294,Municipio/TIOC,Beni,Moxos,San Ignacio,San Ignacio,18477,6927,11550,18717,13589,5128,21072,17798,3274,37.4898522,62.5101478,72.602447,27.397553,84.4627942,15.5372058
1295,Municipio/TIOC,Beni,Moxos,San Ignacio,Urbana,8529,5808,2721,9902,8750,1152,10104,9916,188,68.0970805,31.9029195,88.3659867,11.6340133,98.1393508,1.8606492
1296,Municipio/TIOC,Beni,Moxos,San Ignacio,Rural,9948,1119,8829,8815,4839,3976,10968,7882,3086,11.2484922,88.7515078,54.8950652,45.1049348,71.8636032,28.1363968
1297,Provincia,Beni,Marbán,,Marbán,14059,997,13062,15520,9859,5661,19228,14090,5138,7.0915428,92.9084572,63.5244845,36.4755155,73.2785521,26.7214479
1298,Provincia,Beni,Marbán,,Urbana,,,,2284,2090,194,2437,2380,57,,,91.5061296,8.4938704,97.6610587,2.3389413
1299,Provincia,Beni,Marbán,,Rural,14059,997,13062,13236,7769,5467,16791,11710,5081,7.0915428,92.9084572,58.6959807,41.3040193,69.7397415,30.2602585
1300,Municipio/TIOC,Beni,Marbán,Loreto,Loreto,3667,204,3463,3728,2107,1621,4241,3278,963,5.5631306,94.4368694,56.5182403,43.4817597,77.2930913,22.7069087
1301,Municipio/TIOC,Beni,Marbán,Loreto,Urbana,,,,,,,,,,,,,,,
1302,Municipio/TIOC,Beni,Marbán,Loreto,Rural,3667,204,3463,3728,2107,1621,4241,3278,963,5.5631306,94.4368694,56.5182403,43.4817597,77.2930913,22.7069087
1303,Municipio/TIOC,Beni,Marbán,San Andrés,San Andrés,10392,793,9599,11792,7752,4040,14987,10812,4175,7.6308699,92.3691301,65.7394844,34.2605156,72.1425235,27.8574765
1304,Municipio/TIOC,Beni,Marbán,San Andrés,Urbana,,,,2284,2090,194,2437,2380,57,,,91.5061296,8.4938704,97.6610587,2.3389413
1305,Municipio/TIOC,Beni,Marbán,San Andrés,Rural,10392,793,9599,9508,5662,3846,12550,8432,4118,7.6308699,92.3691301,59.5498528,40.4501472,67.187251,32.812749
1306,Provincia,Beni,Mamoré,,Mamoré,11862,5989,5873,12117,10310,1807,12755,11551,1204,50.4889563,49.5110437,85.0870678,14.9129322,90.5605645,9.4394355
1307,Provincia,Beni,Mamoré,,Urbana,7148,5150,1998,7659,7474,185,8229,8165,64,72.0481253,27.9518747,97.5845411,2.4154589,99.2222627,0.7777373
1308,Provincia,Beni,Mamoré,,Rural,4714,839,3875,4458,2836,1622,4526,3386,1140,17.7980484,82.2019516,63.6159713,36.3840287,74.8121962,25.1878038
1309,Municipio/TIOC,Beni,Mamoré,San Joaquín,San Joaquín,5204,2519,2685,6518,5658,860,6322,5704,618,48.405073,51.594927,86.8057686,13.1942314,90.2246125,9.7753875
1310,Municipio/TIOC,Beni,Mamoré,San Joaquín,Urbana,3402,2233,1169,4230,4164,66,4445,4408,37,65.6378601,34.3621399,98.4397163,1.5602837,99.167604,0.832396
1311,Municipio/TIOC,Beni,Mamoré,San Joaquín,Rural,1802,286,1516,2288,1494,794,1877,1296,581,15.8712542,84.1287458,65.2972028,34.7027972,69.0463506,30.9536494
1312,Municipio/TIOC,Beni,Mamoré,San Ramón,San Ramón,5700,3326,2374,4764,4006,758,5354,4846,508,58.3508772,41.6491228,84.0890008,15.9109992,90.5117669,9.4882331
1313,Municipio/TIOC,Beni,Mamoré,San Ramón,Urbana,3746,2917,829,3429,3310,119,3784,3757,27,77.8697277,22.1302723,96.5296005,3.4703995,99.2864693,0.7135307
1314,Municipio/TIOC,Beni,Mamoré,San Ramón,Rural,1954,409,1545,1335,696,639,1570,1089,481,20.9314227,79.0685773,52.1348315,47.8651685,69.3630573,30.6369427
1315,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Puerto Siles,958,144,814,835,646,189,1079,1001,78,15.0313152,84.9686848,77.3652695,22.6347305,92.7710843,7.2289157
1316,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Urbana,,,,,,,,,,,,,,,
1317,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Rural,958,144,814,835,646,189,1079,1001,78,15.0313152,84.9686848,77.3652695,22.6347305,92.7710843,7.2289157
1318,Provincia,Beni,Iténez,,Iténez,18311,9702,8609,20526,18087,2439,24322,22469,1853,52.9845448,47.0154552,88.1175095,11.8824905,92.3813831,7.6186169
1319,Provincia,Beni,Iténez,,Urbana,8650,6384,2266,12057,11707,350,14035,13818,217,73.8034682,26.1965318,97.097122,2.902878,98.4538653,1.5461347
1320,Provincia,Beni,Iténez,,Rural,9661,3318,6343,8469,6380,2089,10287,8651,1636,34.3442708,65.6557292,75.3335695,24.6664305,84.0964324,15.9035676
1321,Municipio/TIOC,Beni,Iténez,Magdalena,Magdalena,9650,5360,4290,11053,9975,1078,12567,11994,573,55.5440415,44.4559585,90.2469918,9.7530082,95.4404392,4.5595608
1322,Municipio/TIOC,Beni,Iténez,Magdalena,Urbana,6239,4470,1769,7934,7677,257,9681,9557,124,71.6460971,28.3539029,96.7607764,3.2392236,98.7191406,1.2808594
1323,Municipio/TIOC,Beni,Iténez,Magdalena,Rural,3411,890,2521,3119,2298,821,2886,2437,449,26.0920551,73.9079449,73.6774607,26.3225393,84.4421344,15.5578656
1324,Municipio/TIOC,Beni,Iténez,Baures,Baures,5148,2691,2457,5464,4585,879,7162,6114,1048,52.2727273,47.7272727,83.9128843,16.0871157,85.3672159,14.6327841
1325,Municipio/TIOC,Beni,Iténez,Baures,Urbana,2411,1914,497,2096,2062,34,2127,2106,21,79.3861468,20.6138532,98.3778626,1.6221374,99.0126939,0.9873061
1326,Municipio/TIOC,Beni,Iténez,Baures,Rural,2737,777,1960,3368,2523,845,5035,4008,1027,28.3887468,71.6112532,74.9109264,25.0890736,79.6027805,20.3972195
1327,Municipio/TIOC,Beni,Iténez,Huacaraje,Huacaraje,3513,1651,1862,4009,3527,482,4593,4361,232,46.9968688,53.0031312,87.9770516,12.0229484,94.9488352,5.0511648
1328,Municipio/TIOC,Beni,Iténez,Huacaraje,Urbana,,,,2027,1968,59,2227,2155,72,,,97.0892945,2.9107055,96.7669511,3.2330489
1329,Municipio/TIOC,Beni,Iténez,Huacaraje,Rural,3513,1651,1862,1982,1559,423,2366,2206,160,46.9968688,53.0031312,78.6579213,21.3420787,93.2375317,6.7624683
1330,Provincia,Beni,Territorio Indígena Multiétnico,,Territorio Indígena Multiétnico,1886,74,1812,3152,1417,1735,3943,2890,1053,3.9236479,96.0763521,44.9555838,55.0444162,73.2944459,26.7055541
1331,Provincia,Beni,Territorio Indígena Multiétnico,,Urbana,,,,,,,,,,,,,,,
1332,Provincia,Beni,Territorio Indígena Multiétnico,,Rural,1886,74,1812,3152,1417,1735,3943,2890,1053,3.9236479,96.0763521,44.9555838,55.0444162,73.2944459,26.7055541
1333,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,1886,74,1812,3152,1417,1735,3943,2890,1053,3.9236479,96.0763521,44.9555838,55.0444162,73.2944459,26.7055541
1334,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,Urbana,,,,,,,,,,,,,,,
1335,Municipio/TIOC,Beni,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,Rural,1886,74,1812,3152,1417,1735,3943,2890,1053,3.9236479,96.0763521,44.9555838,55.0444162,73.2944459,26.7055541
1336,Departamento,Pando,,,Pando,49411,21209,28202,104134,74758,29376,128194,110306,17888,42.9236405,57.0763595,71.7901934,28.2098066,86.0461488,13.9538512
1337,Departamento,Pando,,,Urbana,19485,15487,3998,50849,45510,5339,66794,65052,1742,79.4816526,20.5183474,89.5002852,10.4997148,97.3919813,2.6080187
1338,Departamento,Pando,,,Rural,29926,5722,24204,53285,29248,24037,61400,45254,16146,19.1204972,80.8795028,54.8897438,45.1102562,73.7035831,26.2964169
1339,Provincia,Pando,Nicolás Suárez,,Nicolás Suárez,27704,17554,10150,56877,49576,7301,66763,63579,3184,63.3626913,36.6373087,87.1635283,12.8364717,95.2308914,4.7691086
1340,Provincia,Pando,Nicolás Suárez,,Urbana,19485,15487,3998,46034,42754,3280,57479,56415,1064,79.4816526,20.5183474,92.8748316,7.1251684,98.1488892,1.8511108
1341,Provincia,Pando,Nicolás Suárez,,Rural,8219,2067,6152,10843,6822,4021,9284,7164,2120,25.1490449,74.8509551,62.9161671,37.0838329,77.1650151,22.8349849
1342,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Cobija,20873,15739,5134,43616,40254,3362,51908,50831,1077,75.4036315,24.5963685,92.2918195,7.7081805,97.9251753,2.0748247
1343,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Urbana,19485,15487,3998,41776,38933,2843,50339,49557,782,79.4816526,20.5183474,93.1946572,6.8053428,98.4465325,1.5534675
1344,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Rural,1388,252,1136,1840,1321,519,1569,1274,295,18.1556196,81.8443804,71.7934783,28.2065217,81.1982154,18.8017846
1345,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Porvenir,3554,1572,1982,7653,6087,1566,9096,8403,693,44.2318514,55.7681486,79.5374363,20.4625637,92.3812665,7.6187335
1346,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Urbana,,,,4258,3821,437,7140,6858,282,,,89.7369657,10.2630343,96.0504202,3.9495798
1347,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Rural,3554,1572,1982,3395,2266,1129,1956,1545,411,44.2318514,55.7681486,66.7452135,33.2547865,78.9877301,21.0122699
1348,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Bolpebra,1137,109,1028,2058,1067,991,2338,1675,663,9.5866315,90.4133685,51.8464529,48.1535471,71.6424294,28.3575706
1349,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Urbana,,,,,,,,,,,,,,,
1350,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Rural,1137,109,1028,2058,1067,991,2338,1675,663,9.5866315,90.4133685,51.8464529,48.1535471,71.6424294,28.3575706
1351,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Bella Flor,2140,134,2006,3550,2168,1382,3421,2670,751,6.2616822,93.7383178,61.0704225,38.9295775,78.0473546,21.9526454
1352,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Urbana,,,,,,,,,,,,,,,
1353,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Rural,2140,134,2006,3550,2168,1382,3421,2670,751,6.2616822,93.7383178,61.0704225,38.9295775,78.0473546,21.9526454
1354,Provincia,Pando,Manuripi,,Manuripi,7725,1531,6194,14160,8188,5972,18111,13422,4689,19.8187702,80.1812298,57.8248588,42.1751412,74.1096571,25.8903429
1355,Provincia,Pando,Manuripi,,Urbana,,,,2296,1937,359,3151,3006,145,,,84.3641115,15.6358885,95.3982863,4.6017137
1356,Provincia,Pando,Manuripi,,Rural,7725,1531,6194,11864,6251,5613,14960,10416,4544,19.8187702,80.1812298,52.6888065,47.3111935,69.6256684,30.3743316
1357,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Puerto Rico,3846,1187,2659,5639,3936,1703,6870,5792,1078,30.8632345,69.1367655,69.7996099,30.2003901,84.3085881,15.6914119
1358,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Urbana,,,,2296,1937,359,3151,3006,145,,,84.3641115,15.6358885,95.3982863,4.6017137
1359,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Rural,3846,1187,2659,3343,1999,1344,3719,2786,933,30.8632345,69.1367655,59.7965899,40.2034101,74.9126109,25.0873891
1360,Municipio/TIOC,Pando,Manuripi,San Pedro,San Pedro,1079,16,1063,2987,952,2035,3248,1240,2008,1.4828545,98.5171455,31.8714429,68.1285571,38.1773399,61.8226601
1361,Municipio/TIOC,Pando,Manuripi,San Pedro,Urbana,,,,,,,,,,,,,,,
1362,Municipio/TIOC,Pando,Manuripi,San Pedro,Rural,1079,16,1063,2987,952,2035,3248,1240,2008,1.4828545,98.5171455,31.8714429,68.1285571,38.1773399,61.8226601
1363,Municipio/TIOC,Pando,Manuripi,Filadelfia,Filadelfia,2800,328,2472,5534,3300,2234,7993,6390,1603,11.7142857,88.2857143,59.6313697,40.3686303,79.9449518,20.0550482
1364,Municipio/TIOC,Pando,Manuripi,Filadelfia,Urbana,,,,,,,,,,,,,,,
1365,Municipio/TIOC,Pando,Manuripi,Filadelfia,Rural,2800,328,2472,5534,3300,2234,7993,6390,1603,11.7142857,88.2857143,59.6313697,40.3686303,79.9449518,20.0550482
1366,Provincia,Pando,Madre de Dios,,Madre de Dios,9196,1426,7770,22763,10602,12161,31609,24656,6953,15.5067421,84.4932579,46.5755832,53.4244168,78.0031004,21.9968996
1367,Provincia,Pando,Madre de Dios,,Urbana,,,,2519,819,1700,6164,5631,533,,,32.5129019,67.4870981,91.3530175,8.6469825
1368,Provincia,Pando,Madre de Dios,,Rural,9196,1426,7770,20244,9783,10461,25445,19025,6420,15.5067421,84.4932579,48.3254298,51.6745702,74.7691098,25.2308902
1369,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,3687,201,3486,7544,4818,2726,11760,9644,2116,5.4515867,94.5484133,63.8653234,36.1346766,82.0068027,17.9931973
1370,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Urbana,,,,,,,1877,1723,154,,,,,91.7954182,8.2045818
1371,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Rural,3687,201,3486,7544,4818,2726,9883,7921,1962,5.4515867,94.5484133,63.8653234,36.1346766,80.1477284,19.8522716
1372,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,San Lorenzo,3406,811,2595,7058,4427,2631,9602,8140,1462,23.8109219,76.1890781,62.723151,37.276849,84.7740054,15.2259946
1373,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,Urbana,,,,,,,,,,,,,,,
1374,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,Rural,3406,811,2595,7058,4427,2631,9602,8140,1462,23.8109219,76.1890781,62.723151,37.276849,84.7740054,15.2259946
1375,Municipio/TIOC,Pando,Madre de Dios,Sena,Sena,2103,414,1689,8161,1357,6804,10247,6872,3375,19.6861626,80.3138374,16.6278642,83.3721358,67.0635308,32.9364692
1376,Municipio/TIOC,Pando,Madre de Dios,Sena,Urbana,,,,2519,819,1700,4287,3908,379,,,32.5129019,67.4870981,91.1593189,8.8406811
1377,Municipio/TIOC,Pando,Madre de Dios,Sena,Rural,2103,414,1689,5642,538,5104,5960,2964,2996,19.6861626,80.3138374,9.5356257,90.4643743,49.7315436,50.2684564
1378,Provincia,Pando,Abuná,,Abuná,2682,413,2269,3801,2739,1062,5372,4134,1238,15.398956,84.601044,72.0599842,27.9400158,76.9545793,23.0454207
1379,Provincia,Pando,Abuná,,Urbana,,,,,,,,,,,,,,,
1380,Provincia,Pando,Abuná,,Rural,2682,413,2269,3801,2739,1062,5372,4134,1238,15.398956,84.601044,72.0599842,27.9400158,76.9545793,23.0454207
1381,Municipio/TIOC,Pando,Abuná,Santa Rosa,Santa Rosa,1815,272,1543,2183,1647,536,2827,2449,378,14.9862259,85.0137741,75.4466331,24.5533669,86.6289353,13.3710647
1382,Municipio/TIOC,Pando,Abuná,Santa Rosa,Urbana,,,,,,,,,,,,,,,
1383,Municipio/TIOC,Pando,Abuná,Santa Rosa,Rural,1815,272,1543,2183,1647,536,2827,2449,378,14.9862259,85.0137741,75.4466331,24.5533669,86.6289353,13.3710647
1384,Municipio/TIOC,Pando,Abuná,Ingavi,Ingavi,867,141,726,1618,1092,526,2545,1685,860,16.2629758,83.7370242,67.4907293,32.5092707,66.2082515,33.7917485
1385,Municipio/TIOC,Pando,Abuná,Ingavi,Urbana,,,,,,,,,,,,,,,
1386,Municipio/TIOC,Pando,Abuná,Ingavi,Rural,867,141,726,1618,1092,526,2545,1685,860,16.2629758,83.7370242,67.4907293,32.5092707,66.2082515,33.7917485
1387,Provincia,Pando,Federico Román,,Federico Román,2104,285,1819,6533,3653,2880,6339,4515,1824,13.5456274,86.4543726,55.9161182,44.0838818,71.2257454,28.7742546
1388,Provincia,Pando,Federico Román,,Urbana,,,,,,,,,,,,,,,
1389,Provincia,Pando,Federico Román,,Rural,2104,285,1819,6533,3653,2880,6339,4515,1824,13.5456274,86.4543726,55.9161182,44.0838818,71.2257454,28.7742546
1390,Municipio/TIOC,Pando,Federico Román,Nueva Esperanza,Nueva Esperanza,655,126,529,1777,1063,714,1572,1130,442,19.2366412,80.7633588,59.8199212,40.1800788,71.8829517,28.1170483
1391,Municipio/TIOC,Pando,Federico Román,Nueva Esperanza,Urbana,,,,,,,,,,,,,,,
1392,Municipio/TIOC,Pando,Federico Román,Nueva Esperanza,Rural,655,126,529,1777,1063,714,1572,1130,442,19.2366412,80.7633588,59.8199212,40.1800788,71.8829517,28.1170483
1393,Municipio/TIOC,Pando,Federico Román,Villa Nueva,Villa Nueva,968,17,951,2787,1535,1252,2485,1787,698,1.7561983,98.2438017,55.0771439,44.9228561,71.9114688,28.0885312
